ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,Left,HSC,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,MLY,MLD,PROY,JAWS,Black Ink,Gray Ink,Standards,Monitor,ROOK,ACT,Sct,SctAcc,Draft,OA Pick
14504,LF,Kazushi Yoshida,TOK,A,07/03/2000,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,55,50,55,50,55,60,55,45,0,0,2,0.0,0,0,0,0,No,No,Jul. 30th   2021,Avg,2019,44
14836,LF,Min-jin Yoon,STU,R,03/23/2000,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Humble,Normal,-,-,50,55,45,45,35,60,50,40,45,0,0,4,0.0,0,0,0,0,No,No,Jul. 10th   2021,Avg,0,0
12669,SS,Kyung-jin Yoo,TOR,AA,03/18/1997,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,45,50,40,45,50,40,30,0,0,7,0.0,0,0,0,0,No,No,Aug. 9th   2021,Avg,0,0
14400,CF,Byung-hee Yoo,GAL,AA,10/29/1995,R,1.5 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,40,25,40,60,65,65,70,0,0,4,0.0,0,0,0,0,No,No,May 31st   2021,Low,2017,179
17579,2B,Naonobu Yoneyama,-,-,06/03/2000,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,CO Sophomore,50,55,50,40,45,65,55,35,50,0,0,0,0.0,0,0,0,0,No,No,Jun. 28th   2021,Low,0,0
16282,3B,Shota Yokoi,-,-,10/02/2003,L,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Senior,35,45,40,35,55,60,25,20,25,0,0,0,0.0,0,0,0,0,No,No,Jun. 6th   2021,Low,0,0
10999,LF,EDDIE YODER,TOR,AAA,08/10/1995,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Unmotivated,Normal,-,-,45,55,45,50,45,65,50,55,60,0,0,7,0.0,0,0,0,0,Yes,No,Aug. 16th   2021,Avg,2014,232
17041,C,Franklin Yescas,NKO,INT,04/13/2003,R,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,40,40,40,40,50,40,20,20,25,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 15th   2021,Low,0,0
14755,2B,Seon-jin Yeom,RME,R,12/02/1999,R,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Sparkplug,Normal,-,-,55,55,45,50,40,65,70,45,35,0,0,4,0.0,0,0,0,0,No,No,Jul. 22nd   2021,Avg,0,0
15288,3B,Lewis Yasmin,-,-,03/22/2001,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,25,45,45,25,45,65,40,55,50,0,0,3,0.0,0,0,0,0,No,No,Sep. 11th   2020,Avg,0,0
12607,SS,Fateen Yasin,VAN,AA,10/03/1996,S,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,60,55,45,50,35,55,65,30,35,0,0,7,0.0,0,0,0,0,Yes,No,May 17th   2021,Low,0,0
15769,2B,Rob Yannayon,CUR,A,05/30/1997,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,55,50,40,50,45,45,40,0,0,2,0.0,0,0,0,0,No,No,Jun. 15th   2021,Low,2019,137
10540,LF,Tiburcio Yamamoto,CAL,AA,10/27/1993,L,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Durable,-,-,45,45,45,45,45,45,40,55,40,0,0,10,0.0,0,0,0,0,Yes,No,Apr. 28th   2021,Low,0,0
14234,CF,Takahiro Yamamoto,-,-,01/14/1999,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Disruptive,Normal,-,-,55,50,55,40,35,45,70,50,40,0,0,4,0.0,0,0,0,0,No,No,Apr. 4th   2021,Avg,0,0
11427,3B,SHINYA YAMAMOTO,NKO,AAA,11/02/1994,R,2.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,55,45,40,40,60,35,30,20,0,35,8,0.0,0,0,0,0,No,No,Jul. 25th   2021,Avg,2013,141
16228,SS,Shigetsugu Yamamoto,AMS,A,10/26/1999,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,55,45,55,40,75,40,45,40,0,0,0,0.0,0,0,0,0,Yes,No,Aug. 3rd   2021,Avg,2021,98
14341,DH,Sadakazu Yamamoto,CUR,A,08/07/1999,R,1.5 Stars,3.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,55,45,70,55,55,35,50,50,0,0,5,0.0,0,0,0,0,Yes,No,Jul. 28th   2021,Avg,0,0
16999,2B,Kiyoji Yamamoto,-,-,04/24/2004,R,1.0 Stars,5.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,45,40,50,80,80,40,50,45,60,0,0,0,0.0,0,0,0,0,No,No,Jun. 19th   2021,Low,0,0
15757,CF,Jun Yamaguchi,SMT,R,06/30/2001,L,1.5 Stars,3.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,75,80,50,45,50,75,55,50,45,0,0,2,0.0,0,0,0,3,Yes,No,Jul. 18th   2021,Avg,0,0
12101,C,Alex Yamada,-,-,03/04/1996,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,40,45,45,50,50,35,35,0,0,8,0.0,0,0,0,0,No,No,Jun. 6th   2021,Avg,0,0
14612,RF,Yong-zhan Xú,-,-,11/07/1999,L,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Sparkplug,Normal,-,-,40,50,30,35,40,55,60,60,60,0,0,3,0.0,0,0,0,0,No,No,May 22nd   2021,Avg,0,0
13397,LF,Tim Wright,-,-,03/24/1999,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,CO Senior,45,50,35,30,40,50,35,25,30,0,0,0,0.0,0,0,0,0,No,No,Jul. 30th   2021,Low,0,0
17082,SS,Steve Wright,-,-,04/24/2004,R,1.0 Stars,4.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,75,55,50,80,50,40,50,75,70,0,0,0,0.0,0,0,0,0,No,No,Jul. 26th   2021,Low,0,0
16740,3B,Alexander Wright,TOR,INT,06/23/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,65,55,45,25,70,45,40,30,20,0,0,1,0.0,0,0,0,0,Yes,No,Jul. 23rd   2021,Avg,0,0
12464,3B,Kieron Wren,-,-,05/30/1996,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Outspoken,Normal,-,-,50,50,50,40,45,50,45,30,25,0,0,7,0.0,0,0,0,0,No,No,May 30th   2021,Avg,0,0
17911,SS,Ian Worsfold,ADE,INT,06/07/2005,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,45,50,45,45,35,55,60,50,60,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 26th   2021,Low,0,0
14466,C,Fernando Woodhouse,-,-,09/05/2000,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,50,45,45,45,40,45,30,35,55,0,0,1,0.0,0,0,0,0,No,No,May 14th   2021,Avg,2019,221
14534,SS,Howie Woodcock,HON,AA,04/22/1996,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Fragile,-,-,55,50,50,45,40,45,70,40,45,0,0,3,0.0,0,0,0,0,Yes,No,May 4th   2021,Low,2018,176
14676,2B,Seb Wood,LON,A,01/13/2000,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unmotivated,Normal,-,-,50,55,45,45,40,55,65,35,30,0,0,3,0.0,0,0,0,0,Yes,No,May 26th   2021,Low,0,0
17128,C,Sang-soo Woo,-,-,01/05/2005,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,45,50,50,40,55,60,20,25,35,0,0,0,0.0,0,0,0,0,No,No,Jul. 26th   2021,Low,0,0
9831,C,Freek Wolters,-,-,07/09/1991,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,45,45,50,50,40,25,30,30,0,119,12,0.7,0,0,0,0,No,No,Feb. 4th   2021,Avg,0,0
16328,C,Jarrod Withers,-,-,01/19/2004,R,1.0 Stars,5.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,HS Senior,80,50,50,80,55,30,45,30,30,0,0,0,0.0,0,0,0,0,No,No,Jun. 6th   2021,Low,0,0
16343,RF,Terry Wiseman,-,-,12/02/2003,L,1.0 Stars,3.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Senior,55,70,50,40,65,80,55,45,60,0,0,0,0.0,0,0,0,0,No,No,Jun. 6th   2021,Low,0,0
14412,DH,Rixon Wingrove,ADE,AA,06/04/2000,S,1.5 Stars,3.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,75,75,55,55,45,65,35,35,40,0,0,3,0.0,0,0,0,3,No,No,May 2nd   2021,Low,2018,6
17533,1B,Rio Wilson,-,-,12/03/1990,R,1.5 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,35,45,35,45,20,25,20,25,0,0,0,0.0,0,0,0,0,No,No,Nov. 30th   2020,Avg,0,0
17669,C,Bill Wills,-,-,10/25/2005,R,1.0 Stars,3.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Sophomore,45,45,45,80,50,50,30,25,20,0,0,0,0.0,0,0,0,0,No,No,Jun. 28th   2021,Low,0,0
14265,1B,Rhys Willis,-,-,02/02/1999,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Selfish,Normal,-,-,45,45,55,50,45,45,50,50,50,0,0,4,0.0,0,0,0,0,No,No,Sep. 9th   2020,Avg,0,0
14252,LF,Evan Williamson,DEN,AAA,05/04/1998,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,55,70,45,45,55,65,65,70,0,0,5,0.0,0,0,0,0,Yes,No,Aug. 15th   2021,Avg,0,0
14726,2B,Leo Williams,HON,R,06/10/2000,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,50,50,50,40,45,60,50,45,0,0,4,0.0,0,0,0,0,Yes,No,Jun. 24th   2021,Low,0,0
13306,2B,Jude Williams,AMS,A,11/13/1998,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,45,40,40,30,40,40,40,40,0,0,3,0.0,0,0,0,0,Yes,No,Jun. 13th   2021,Low,2018,109
14474,RF,Devon Williams,NKO,R,11/14/2000,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,50,50,45,55,65,55,60,0,0,2,0.0,0,0,0,0,No,No,Jul. 9th   2021,Low,2019,134
10987,SP,DANTE WILLIAMS,TOK,AA,09/02/1995,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,40,40,35,25,25,40,20,25,25,0,0,4,0.0,0,0,0,0,No,No,Jul. 21st   2021,Avg,2017,131
12748,CF,Gustaf Willems,DEN,AAA,12/21/1996,L,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,55,80,45,45,50,75,75,75,0,0,7,0.0,0,0,0,0,No,No,Jun. 5th   2021,Low,0,0
11629,RF,MARK WILLCOTT,SMT,AAA,08/05/1997,L,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,50,45,40,55,60,50,50,0,0,6,0.0,0,0,0,0,Yes,No,May 2nd   2021,Low,2015,187
15548,RF,Steve Wilkinson,HAV,INT,01/14/2002,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,55,50,40,25,50,45,35,20,30,0,0,2,0.0,0,0,0,0,Yes,No,May 26th   2021,Low,0,0
13668,2B,Otto Wilder,STU,A,12/03/1997,R,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,60,60,50,45,70,35,45,45,0,0,6,0.0,0,0,0,0,No,No,Jul. 30th   2021,Avg,0,0
16122,C,Sean Wild,DUB,R,07/05/2002,R,1.0 Stars,3.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,40,45,45,75,55,50,35,30,35,0,0,2,0.0,0,0,0,0,Yes,No,Jun. 30th   2021,Low,0,0
14134,CF,Abesaloma Wiki,ADE,A,01/30/1999,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,40,30,45,50,70,45,35,0,0,5,0.0,0,0,0,0,No,No,Jul. 31st   2021,Avg,0,0
10371,CF,Conrad Wigton,-,-,01/27/1994,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Unmotivated,Fragile,-,-,50,50,50,30,50,50,50,75,55,0,168,8,0.0,0,0,0,0,No,No,Sep. 8th   2020,Avg,2012,93
17565,CF,Jorge Whitelaw,-,-,07/09/2000,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,CO Junior,45,45,50,40,45,50,60,75,40,0,0,0,0.0,0,0,0,0,No,No,Jun. 28th   2021,Low,0,0
15412,C,Paul White,LDN,R,08/01/2001,R,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,55,50,45,60,20,25,20,0,0,3,0.0,0,0,0,0,No,No,Jun. 4th   2021,Low,0,0
16984,CF,Pat White,-,-,12/08/2004,L,1.0 Stars,3.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,75,70,80,35,40,60,60,40,40,0,0,0,0.0,0,0,0,0,No,No,Jun. 19th   2021,Low,0,0
17811,3B,Liam White,NKO,INT,09/05/2004,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,55,45,45,40,45,40,60,55,55,0,0,0,0.0,0,0,0,0,Yes,No,May 31st   2021,Low,0,0
17098,3B,Desmond White,-,-,07/28/2004,S,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,60,65,40,30,55,65,35,25,25,0,0,0,0.0,0,0,0,0,No,No,Jul. 26th   2021,Low,0,0
16447,C,Ryan Whiffin,-,-,05/21/2003,R,1.0 Stars,3.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,HS Senior,60,55,55,45,75,55,20,25,20,0,0,0,0.0,0,0,0,0,No,No,Jul. 15th   2021,Low,0,0
12445,LF,CHRIS WESTLAKE,HAV,A,06/11/1997,S,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Humble,Normal,-,-,50,50,50,55,55,45,30,30,20,0,0,2,0.0,0,0,0,0,No,No,Jun. 18th   2021,Low,2019,203
14137,2B,Branco Westers,AMS,R,07/20/1999,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,25,40,40,30,40,50,50,60,70,0,0,4,0.0,0,0,0,0,Yes,No,May 18th   2021,Low,0,0
12117,1B,Joep Westenberg,TOK,AAA,05/02/1996,L,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Durable,-,-,55,55,50,65,50,50,25,30,30,0,0,8,0.0,0,0,0,0,No,No,Jul. 19th   2021,Avg,0,0
14259,1B,Keith West,LAP,A,04/01/1999,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Disruptive,Normal,-,-,55,50,50,65,45,50,25,30,20,0,0,5,0.0,0,0,0,0,No,No,Aug. 12th   2021,Avg,0,0
12785,SS,Dylan West,RME,AAA,06/28/1997,R,2.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Fragile,-,-,40,50,45,45,35,70,65,55,55,0,0,7,0.0,0,0,0,0,No,No,Jul. 24th   2021,Avg,0,0
12139,SS,Conor Welch,LDN,AA,10/11/1996,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Fragile,-,-,50,50,65,50,40,50,40,40,35,0,0,7,0.0,0,0,0,0,No,No,Jul. 29th   2021,Avg,0,0
15136,3B,Axel Welch,CUR,A,10/16/2000,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Sparkplug,Durable,-,-,50,50,40,45,30,45,65,40,45,0,0,3,0.0,0,0,0,0,Yes,No,May 16th   2021,Low,0,0
14530,2B,Rick Webster,CUR,AA,01/07/1997,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,55,65,50,50,65,55,40,55,0,0,3,0.0,0,0,0,0,Yes,No,Jun. 10th   2021,Low,2018,14
13583,3B,Ty Webb,CAL,A,12/23/1997,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,55,50,45,40,60,30,25,25,0,0,6,0.0,0,0,0,0,No,No,Jul. 28th   2021,Avg,0,0
15513,CF,Pat Weatherdon,NKO,R,02/24/2002,L,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,50,40,60,35,60,50,35,35,0,0,0,0.0,0,0,0,0,Yes,No,Jul. 18th   2021,Avg,2021,114
13043,3B,Royce Weatherby,SMT,AAA,12/18/1998,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unmotivated,Normal,-,-,55,55,60,50,40,55,35,35,35,0,0,4,0.0,0,0,0,0,Yes,No,May 8th   2021,Low,2017,56
11462,SS,SEBASTIAN WATTS,-,-,03/29/1996,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,45,45,50,40,45,55,60,55,0,0,6,0.0,0,0,0,0,No,No,Jan. 18th   2021,Avg,2014,88
15800,C,Lee Watts,NKO,R,04/14/2001,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,45,50,45,55,25,25,20,0,0,1,0.0,0,0,0,0,No,No,Jul. 22nd   2021,Avg,2020,180
15527,CF,Nathan Watson,LON,R,08/09/2001,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,60,45,55,70,45,30,65,40,30,0,0,2,0.0,0,0,0,0,No,No,Jul. 1st   2021,Low,0,0
14067,C,Donny Watson,-,-,12/25/1998,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,40,25,35,60,20,25,25,0,0,5,0.0,0,0,0,0,No,No,Apr. 6th   2021,Low,0,0
12409,CF,ALEX WATSON,ADE,AA,05/23/1997,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,50,55,25,45,45,80,70,65,0,42,5,0.0,0,0,0,0,No,No,Jun. 30th   2021,Low,2016,9
16661,SS,Steve Watkins,LON,INT,11/18/2002,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,50,45,45,45,55,65,30,40,0,0,1,0.0,0,0,0,0,Yes,No,Jun. 7th   2021,Low,0,0
15015,C,Jamie Watkins,ADE,A,07/13/2000,S,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,45,45,45,45,50,45,25,30,30,0,0,2,0.0,0,0,0,0,Yes,No,May 18th   2021,Low,2019,226
11225,3B,Alastair Watkins,NKO,AAA,10/03/1995,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,50,60,45,50,55,45,40,0,77,9,0.0,0,0,0,6,No,No,May 29th   2021,Low,0,0
