ID,POS,Name,Age,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,CON P,GAP P,POW P,EYE P,K P,SPE,STE,RUN,Draft,Round,Pick
6402,C,JEFF ADAMS,26,2.0 Stars,2.0 Stars,L,L,N,H,L,N,Selfish,40,40,45,55,50,40,35,45,2003,11,1
8705,C,JAY AGNOR,25,1.5 Stars,1.5 Stars,N,L,L,H,L,L,Unmotivated,35,35,45,50,35,20,20,20,2007,11,7
7965,C,DAVID AGUIRRE,22,1.5 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,40,40,45,45,45,25,20,30,0,0,0
8082,C,Angelo Alaniz,24,1.5 Stars,1.5 Stars,N,N,H,N,H,L,Normal,40,30,45,55,40,30,30,30,0,0,0
9523,C,BLAKE ALEXANDER,19,0.5 Stars,2.5 Stars,L,N,N,N,L,N,Unknown,55,45,55,50,60,35,40,30,2010,5,9
9143,C,OMARI AMMONS,20,1.5 Stars,2.0 Stars,L,N,H,N,N,N,Unknown,60,45,35,35,75,30,35,30,2008,7,9
10527,C,Dave Antle,17,0.5 Stars,3.0 Stars,N,N,N,N,N,L,Unknown,70,50,45,40,75,25,30,20,0,0,0
8842,C,Oscar Antonio,21,1.0 Stars,1.5 Stars,N,N,N,L,H,N,Normal,40,30,45,50,45,20,20,20,0,0,0
7763,C,Camilo Bach,26,1.5 Stars,1.5 Stars,N,H,N,N,N,H,Normal,40,35,40,50,40,20,20,25,0,0,0
5372,C,Adam Bailey,29,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,35,35,45,55,40,20,25,20,2002,11,5
5429,C,Cody Bailey,29,1.5 Stars,1.5 Stars,N,H,L,N,N,L,Outspoken,30,40,45,45,40,45,50,45,0,108,3
9638,C,William Bailey,20,0.5 Stars,1.5 Stars,N,H,L,N,L,H,Unknown,40,40,50,50,45,25,30,30,0,0,0
4371,C,Chris Baker,31,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,40,40,45,55,50,30,35,20,0,13,14
9328,C,Pat Bannon,20,0.5 Stars,2.0 Stars,N,N,H,N,H,H,Sparkplug,45,30,45,50,50,35,25,35,0,0,0
10352,C,Ramão Barbalho,18,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,45,35,45,55,50,25,25,25,0,0,0
9832,C,Raul Barnab,19,0.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,45,40,50,50,55,25,30,20,0,0,0
5991,C,David Barnes,32,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,60,55,40,45,55,25,20,30,2000,2,15
8589,C,Vince Barnes,22,1.5 Stars,1.5 Stars,L,L,N,H,N,N,Selfish,40,40,50,50,45,30,30,20,0,0,0
6855,C,MATT BATES,25,2.0 Stars,2.0 Stars,N,N,L,N,L,N,Unmotivated,40,40,55,50,50,20,25,25,2006,13,9
9435,C,MIKE BEASTON,23,1.0 Stars,1.5 Stars,H,N,N,N,N,N,Unknown,40,35,45,55,45,20,20,20,0,0,0
4340,C,Preston Beaumond,32,3.0 Stars,3.0 Stars,L,N,N,N,H,N,Normal,45,40,55,50,55,30,35,25,0,32,9
10642,C,Bill Beck,15,0.5 Stars,1.5 Stars,N,N,H,L,H,N,Unknown,45,35,40,45,60,30,25,30,0,0,0
9488,C,RONNIE BERGEN,20,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,50,35,50,35,55,20,20,20,0,0,0
10280,C,Alberto Bernal,18,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,50,40,45,55,55,25,30,30,0,0,0
10514,C,Berend Berrevoets,18,0.5 Stars,2.0 Stars,N,N,N,L,N,N,Unknown,45,45,50,45,50,30,25,35,0,0,0
7636,C,JUSTIN BIBLE,27,1.5 Stars,1.5 Stars,N,L,N,N,L,N,Normal,35,35,35,55,35,25,25,20,2004,7,13
10174,C,Ben Bishop,17,0.5 Stars,2.0 Stars,N,N,N,L,N,N,Unknown,40,45,60,55,45,25,25,20,0,0,0
10471,C,Ewan Blackburn,17,0.5 Stars,2.5 Stars,H,H,N,L,H,N,Unknown,50,45,55,60,45,30,35,30,0,0,0
7947,C,Danny Blea,23,1.5 Stars,1.5 Stars,N,N,H,N,N,N,Normal,45,40,45,50,50,25,25,25,2005,7,3
4009,C,Mark Bobo,34,2.0 Stars,2.0 Stars,N,H,N,L,H,L,Humble,40,45,40,55,55,30,45,30,0,9,12
10281,C,Dan Bonaddio,19,0.5 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,45,35,45,45,45,20,20,20,0,0,0
6279,C,Antão Boquinha,28,2.0 Stars,2.0 Stars,H,N,H,N,H,N,Sparkplug,40,40,50,50,50,35,35,35,0,54,10
9648,C,RANDY BOURGEOIS,21,1.0 Stars,1.5 Stars,H,H,N,N,H,N,Unknown,45,40,40,45,50,25,30,20,2008,12S,1
10067,C,JON BREAZEALE,22,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,45,35,50,50,50,20,20,20,0,0,0
10084,C,Justin Brecht,18,0.5 Stars,2.0 Stars,N,H,N,N,N,L,Unknown,50,35,55,45,55,20,20,20,0,0,0
4716,C,Dale Breitung,32,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Normal,45,50,45,40,55,20,20,25,0,46,16
7988,C,ADRIAN BRITT,22,2.0 Stars,2.5 Stars,N,N,N,N,N,H,Normal,50,45,50,50,50,20,20,20,2006,2,15
9354,C,Kareem Brooks,25,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,40,35,45,45,45,30,25,35,2007,4,10
9352,C,HEATH BROWER,26,2.0 Stars,2.0 Stars,N,N,L,N,L,L,Unmotivated,45,40,45,45,45,35,45,40,2007,8,10
3630,C,Todd Buchheit,34,1.5 Stars,1.5 Stars,H,N,N,N,H,N,Captain,40,30,45,45,50,25,25,20,0,88,7
9209,C,GRANT BUCKLEY,20,1.0 Stars,1.5 Stars,N,H,L,N,L,H,Unknown,45,35,45,45,50,35,45,35,0,0,0
8774,C,JAY BURRELL,21,1.5 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,45,45,55,55,45,45,35,45,2008,5,6
10357,C,Greg Cadwallader,17,0.5 Stars,1.5 Stars,H,N,N,N,N,N,Unknown,45,40,50,45,55,20,30,20,0,0,0
7052,C,BRIAN CALAMIA,25,1.5 Stars,1.5 Stars,N,N,H,N,N,N,Normal,35,40,35,45,35,20,20,20,2006,11,8
9467,C,DANNY CALDERON,20,1.0 Stars,1.5 Stars,N,L,L,N,N,L,Unknown,45,35,30,45,50,25,20,30,2009,8,17
6995,C,AARON CAMERON,25,1.5 Stars,1.5 Stars,N,N,N,L,N,N,Normal,40,40,35,45,45,25,30,20,2004,6,3
7217,C,Freddy Campas,26,2.5 Stars,2.5 Stars,N,L,N,H,N,N,Normal,50,40,50,45,55,60,65,65,0,0,0
9706,C,RUSS CARR,23,1.5 Stars,2.0 Stars,H,N,H,L,H,N,Unknown,45,40,45,50,45,35,45,40,2009,10,3
6822,C,DANIEL CARRILLO,24,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Prankster,45,45,45,55,50,25,25,25,2006,12,14
9603,C,JAMIE CARTER,19,0.5 Stars,2.5 Stars,L,N,L,N,N,N,Unknown,50,35,55,65,60,25,25,30,2010,7,1
10124,C,Nick Carter,17,0.5 Stars,2.0 Stars,N,H,L,H,N,N,Unknown,50,40,35,65,50,20,20,20,0,0,0
9215,C,GREGG CASADOS,19,1.0 Stars,2.0 Stars,N,H,L,N,N,L,Unknown,45,35,40,50,55,30,30,35,0,0,0
8562,C,Ernesto Caso,22,1.5 Stars,2.0 Stars,H,N,L,N,N,L,Normal,40,45,50,65,40,20,20,20,0,0,0
8792,C,ALEX CASTANEDA,20,1.0 Stars,2.0 Stars,N,L,N,N,L,L,Unknown,40,35,55,50,50,20,20,20,2008,9S,1
10189,C,Seth Castro,17,1.0 Stars,3.0 Stars,N,N,N,N,N,L,Unknown,55,50,65,50,55,20,25,20,0,0,0
5652,C,Allen Cavallo,32,1.5 Stars,1.5 Stars,N,N,N,L,L,H,Normal,30,35,45,55,35,25,25,25,0,0,0
8502,C,JEREMY CENCI,22,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Normal,40,35,55,50,45,25,20,25,2007,13,3
8582,C,Chris Cespedes,23,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,45,40,50,50,50,20,25,20,0,0,0
8753,C,SALVADOR CHACON,21,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,45,40,55,60,50,25,30,30,2008,13,6
5296,C,Dale Chappel,31,2.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,60,50,30,45,60,25,20,25,0,16,11
10030,C,JOSH CHILTON,21,1.0 Stars,1.5 Stars,N,N,H,N,L,N,Unknown,40,40,45,55,45,20,20,20,0,0,0
9704,C,ZHONG-XIAN CHIU,20,1.0 Stars,1.5 Stars,N,H,N,N,H,N,Unknown,45,40,45,35,45,40,30,45,2009,12,16
8764,C,MITCH CHO,20,0.5 Stars,2.0 Stars,L,L,L,H,L,L,Unknown,40,35,55,50,45,20,25,20,2008,7,6
9856,C,Hyun-shik Choi,21,1.0 Stars,1.5 Stars,N,N,L,N,L,L,Unknown,40,30,35,50,45,35,40,30,0,0,0
9532,C,MIKE CLAY,19,1.0 Stars,2.0 Stars,H,H,N,N,H,N,Unknown,50,40,45,50,60,25,20,30,0,0,0
8948,C,Ron Codding,23,1.0 Stars,1.5 Stars,N,N,L,L,H,N,Humble,40,35,35,45,45,25,25,20,0,0,0
4294,C,Zachary Cofield,32,1.5 Stars,1.5 Stars,N,N,H,N,N,N,Normal,35,35,40,55,45,45,65,45,2000,9,10
9453,C,RYAN COLBURN,23,2.0 Stars,2.5 Stars,N,N,H,N,N,H,Unknown,50,50,55,45,60,35,30,40,2009,6,14
6298,C,Mike Conyers,28,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,40,40,60,50,35,20,25,20,2000,1,11
9182,C,DANNY COOPER,19,1.5 Stars,1.5 Stars,L,N,L,N,L,N,Unknown,45,35,35,55,50,30,25,30,0,0,0
8347,C,MIKE COSGROVE,21,0.5 Stars,1.5 Stars,N,N,L,N,L,H,Normal,35,40,50,55,45,45,40,45,2007,13,6
7189,C,Valentino Costocurta,27,3.5 Stars,3.5 Stars,L,N,N,L,H,N,Fan Fav,45,55,65,50,40,25,30,25,0,0,0
7479,C,Jose Cuadra,25,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,45,45,55,50,50,20,20,20,0,0,0
7747,C,Carlos Cuellar,25,2.0 Stars,2.0 Stars,N,N,L,L,H,L,Humble,45,40,45,65,45,25,25,20,0,0,0
5018,C,Joe Dahlberg,31,2.5 Stars,2.5 Stars,N,H,N,N,N,L,Outspoken,40,55,50,60,45,25,25,20,0,16,6
7319,C,DANNY DANIEL,28,1.5 Stars,1.5 Stars,N,N,N,N,L,N,Normal,35,35,45,50,40,50,55,60,2003,12,9
8707,C,JERRY DASHER,24,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,35,40,50,45,40,35,35,40,2008,14,15
10680,C,Stefan Davies,16,0.5 Stars,2.0 Stars,N,L,N,N,N,N,Unknown,50,40,45,65,55,20,20,20,0,0,0
8980,C,PHIL DAVIS,24,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,45,60,55,60,35,35,35,2006,6,5
8022,C,Steve Davis,23,1.5 Stars,2.0 Stars,N,L,H,L,N,N,Normal,45,40,55,50,50,20,20,20,2006,2,4
6644,C,Bill de los Angeles,28,1.5 Stars,1.5 Stars,N,N,N,N,H,N,Normal,40,40,40,55,40,25,30,25,0,0,0
10435,C,Matt DeLand,16,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,45,35,50,50,50,25,25,30,0,0,0
7585,C,Tristan Denomme,28,1.5 Stars,1.5 Stars,L,N,L,N,L,N,Unmotivated,35,35,40,45,40,25,25,25,0,0,0
9671,C,PHIL DEXTER,23,0.5 Stars,1.5 Stars,N,N,N,N,L,L,Unknown,40,35,50,50,45,25,20,20,0,0,0
7781,C,Andres Diaz,24,1.5 Stars,1.5 Stars,N,N,N,L,N,N,Normal,45,40,40,30,50,20,20,20,0,0,0
10153,C,Jason Dillon,18,1.0 Stars,2.0 Stars,N,L,L,N,N,N,Unknown,50,40,45,45,55,25,20,30,0,0,0
8650,C,Yuudai Dionsio,23,1.0 Stars,1.5 Stars,N,N,L,L,H,L,Normal,35,40,45,50,35,45,45,45,0,0,0
10375,C,Rob Dixon,16,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,35,35,55,55,45,25,20,20,0,0,0
8166,C,Ian Donahue,24,1.0 Stars,1.5 Stars,N,N,N,H,N,N,Normal,35,25,35,45,35,30,35,35,0,0,0
10292,C,Christophe Dumont,18,0.5 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,45,40,35,40,50,55,55,65,0,0,0
9602,C,JOHN DUNN,19,1.5 Stars,2.0 Stars,N,N,H,N,H,L,Unknown,50,40,55,45,55,30,20,40,0,0,0
9779,C,PAT DUTTON,19,1.0 Stars,1.5 Stars,N,L,L,N,N,L,Unknown,45,35,40,60,55,25,20,20,0,0,0
10156,C,Mike Easley,18,0.5 Stars,1.5 Stars,N,L,L,N,N,N,Unknown,45,40,45,50,55,25,20,20,0,0,0
8340,C,JACK EILERS,22,2.0 Stars,2.5 Stars,L,N,N,N,N,H,Normal,50,55,60,35,60,35,30,30,2007,4,7
9050,C,JESSE ENGLE,24,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Normal,35,30,35,45,40,30,25,35,2008,13,2
7632,C,CHRIS ENO,25,1.5 Stars,1.5 Stars,L,L,L,H,L,N,Selfish,40,40,45,45,50,25,20,20,2007,14,15
8803,C,DAVID ESMURRIA,21,1.0 Stars,1.5 Stars,L,N,N,H,N,N,Unknown,35,40,55,55,45,20,20,20,2008,12,7
4071,C,Mel Espinal,34,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,55,45,55,45,60,20,25,20,0,9,5
8156,C,Oscar Espinoza,23,2.5 Stars,2.5 Stars,N,N,L,N,L,L,Unmotivated,55,45,60,45,55,20,20,20,0,0,0
9563,C,TOMMY EVANS,19,1.0 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,50,40,45,45,55,30,35,30,2010,12,10
8410,C,Ben Fagan,27,2.5 Stars,2.5 Stars,L,N,H,L,N,N,Normal,45,55,45,50,55,50,55,40,2005,6,11
9723,C,DAVE FARRAR,18,0.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,45,40,40,40,55,25,20,30,0,0,0
7296,C,MATT FELZER,29,1.5 Stars,1.5 Stars,N,N,L,H,L,N,Normal,35,35,40,50,35,30,35,30,2003,6,12
10661,C,Raul Fernandez,17,0.5 Stars,2.0 Stars,N,N,N,L,N,N,Unknown,40,35,50,55,45,40,50,40,0,0,0
8940,C,Andy Ferris,22,0.5 Stars,1.0 Stars,N,H,N,N,N,N,Normal,35,35,35,35,45,30,30,30,0,0,0
7014,C,DAN FIEDOR,25,1.5 Stars,1.5 Stars,N,N,L,L,L,L,Unmotivated,35,35,50,55,30,25,20,35,2006,12,13
10122,C,Cameron Finch,17,1.0 Stars,2.5 Stars,N,N,H,H,H,N,Unknown,45,40,65,50,55,25,20,35,0,0,0
8308,C,DALLAS FLETCHER,23,1.5 Stars,2.0 Stars,L,N,L,L,L,L,Unmotivated,45,45,50,55,45,35,35,40,2006,6,14
7482,C,Ricardo Flores,25,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,50,35,40,50,55,20,30,20,0,0,0
7679,C,Kasey Florio,23,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Normal,50,50,55,60,50,25,20,20,2005,3,1
8275,C,CHRIS FRANKLIN,22,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,40,45,55,65,50,25,30,20,2006,5,9
9443,C,EDDIE FRAZIER,20,1.5 Stars,2.0 Stars,H,N,N,L,N,H,Unknown,55,40,55,45,50,40,35,40,2009,10,6
8754,C,JOE FRY,21,1.5 Stars,2.0 Stars,N,L,N,N,N,N,Unknown,45,40,50,45,50,30,25,20,2008,9,17
8584,C,Akinori Fukui,22,2.0 Stars,2.5 Stars,N,N,N,L,N,N,Normal,50,40,50,50,55,35,35,45,0,0,0
5939,C,Hiroyasu Fukui,30,1.5 Stars,1.5 Stars,N,N,L,H,N,N,Normal,40,35,45,45,40,55,55,50,2002,8,4
7674,C,Jose Galban,24,2.5 Stars,3.0 Stars,N,N,N,L,H,N,Fan Fav,50,60,55,65,50,75,65,70,2005,1S,1
8848,C,Antonio Galvez,21,1.5 Stars,2.0 Stars,N,L,H,N,H,H,Sparkplug,45,40,50,50,50,25,30,20,0,0,0
6205,C,Cesar Galvez,28,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,45,40,45,50,55,20,20,20,0,0,0
8172,C,Jonathan Galvez,23,1.5 Stars,2.0 Stars,N,H,N,L,H,H,Humble,40,40,50,50,45,25,20,25,0,0,0
6396,C,Bill Garcia,31,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,35,35,30,50,30,25,35,25,0,0,0
9809,C,Danny Garcia,19,0.5 Stars,1.5 Stars,L,L,H,N,H,H,Unknown,45,40,40,55,45,25,35,25,0,0,0
7160,C,Gaspare Garcia,26,2.0 Stars,2.0 Stars,L,L,N,N,L,N,Normal,40,50,50,55,45,20,20,20,0,0,0
9945,C,Chris Gardner,17,0.5 Stars,1.5 Stars,L,N,N,H,L,N,Unknown,45,35,40,50,40,20,20,20,0,0,0
7716,C,Drew Garrett,24,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,50,50,50,35,30,45,2005,5,1
6438,C,Greg Gates,27,2.0 Stars,2.0 Stars,N,N,H,N,L,N,Normal,40,40,45,65,40,35,40,30,2002,9,9
10306,C,Gil Gaudreau,18,0.5 Stars,1.5 Stars,N,N,N,N,N,L,Unknown,45,40,40,45,55,20,20,25,0,0,0
10586,C,Ron Geist,20,0.5 Stars,2.0 Stars,N,H,N,L,N,N,Unknown,45,40,45,45,55,25,30,25,0,0,0
8345,C,RYAN GESCHKE,21,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,45,30,50,50,50,25,20,20,2010,11,3
7697,C,Ryan Goldston,24,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,45,45,50,50,25,20,25,2005,6,12
5130,C,Dario Gonzales,32,2.5 Stars,2.5 Stars,N,N,L,L,H,N,Normal,45,50,45,55,50,20,20,25,0,4,1
5844,C,Jesus Gonzalez,29,2.5 Stars,2.5 Stars,H,N,N,N,H,N,Captain,45,45,50,45,55,30,35,30,0,62,12
7163,C,Mario Gonzalez,28,2.5 Stars,2.5 Stars,N,N,L,H,L,N,Normal,45,40,55,55,50,20,20,20,0,0,0
9089,C,NICK GOOKIN,20,1.0 Stars,1.5 Stars,N,N,N,N,H,N,Unknown,45,40,45,50,55,20,20,20,2008,13,18
8647,C,Andre Goulding,22,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,50,45,60,30,30,30,0,0,0
10456,C,Jelle Goulooze,18,0.5 Stars,1.0 Stars,N,N,N,N,N,N,Unknown,40,40,35,30,45,30,40,25,0,0,0
4848,C,Joaquin Granados,32,2.5 Stars,2.5 Stars,N,L,H,L,H,N,Normal,40,50,45,75,45,45,50,45,0,13,2
5744,C,Benito Guajardo,28,1.5 Stars,1.5 Stars,N,N,L,L,N,N,Normal,35,40,35,60,30,30,25,30,2000,7,4
9433,C,NELSON GUERRERO,23,1.0 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,45,40,45,50,45,40,50,40,2009,6,3
6202,C,Kelvin Guevara,29,1.5 Stars,1.5 Stars,L,N,N,L,N,N,Normal,40,40,40,50,40,20,20,25,0,55,9
8313,C,ALEX GUTIERREZ,22,1.5 Stars,1.5 Stars,H,H,N,L,H,H,Captain,40,40,50,45,45,20,25,20,2007,11,2
9277,C,Frank Gutierrez,20,0.5 Stars,1.0 Stars,L,N,H,N,H,N,Sparkplug,45,40,35,35,55,40,45,40,0,0,0
8911,C,Mel Gutierrez,32,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,30,35,70,55,30,20,20,20,0,0,0
5559,C,Alex Guzman,30,1.5 Stars,1.5 Stars,L,N,H,L,N,N,Normal,45,40,30,45,60,35,40,40,0,133,7
9319,C,Jose Harada,22,1.0 Stars,1.5 Stars,L,L,L,H,N,N,Normal,40,35,35,35,50,30,25,35,0,0,0
9740,C,JOE HARMON,19,1.0 Stars,2.5 Stars,H,N,N,N,N,H,Unknown,55,45,55,50,55,30,25,35,0,0,0
7050,C,J.J. HARPER,26,1.5 Stars,1.5 Stars,N,N,L,H,N,N,Normal,40,35,55,45,45,55,55,50,2003,5,13
7012,C,NATE HARRING,25,2.0 Stars,2.0 Stars,N,H,L,N,N,N,Prankster,45,45,45,50,55,25,20,25,2003,8,11
9942,C,JOSH HARROP,19,0.5 Stars,0.5 Stars,L,N,L,N,N,L,Unknown,25,30,40,35,25,25,20,30,0,0,0
10301,C,Kineji Hata,18,0.5 Stars,1.5 Stars,N,L,N,N,L,H,Unknown,45,35,40,50,55,20,20,25,0,0,0
8643,C,Bill Hayward,22,1.5 Stars,1.5 Stars,L,L,L,H,L,N,Disruptive,40,40,45,55,45,20,20,20,0,0,0
4698,C,Aaron Helder,32,2.0 Stars,2.0 Stars,N,H,H,N,H,L,Sparkplug,45,40,45,55,45,20,20,20,0,41,14
7902,C,Phil Heller,24,2.0 Stars,2.0 Stars,N,H,L,H,L,N,Unmotivated,45,40,50,60,50,30,40,35,2005,6,14
10109,C,Andy Hernandez,17,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,40,35,55,50,45,25,25,20,0,0,0
7425,C,Danny Hernandez,26,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Prankster,40,40,45,55,40,30,25,30,0,0,0
7075,C,Danny Hernandez,27,1.0 Stars,1.0 Stars,N,N,L,H,L,N,Unmotivated,30,40,35,50,30,20,25,20,0,0,0
8853,C,Eduardo Hernandez,23,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,55,60,45,60,30,25,35,0,0,0
9890,C,JORGE HERNANDEZ,20,0.5 Stars,1.0 Stars,N,N,L,N,L,H,Unknown,35,35,40,35,30,25,25,30,0,0,0
7910,C,Julio Hernandez,23,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,45,50,45,55,25,30,20,2005,2,13
6714,C,Tony Hernandez,27,3.0 Stars,3.0 Stars,L,N,H,N,H,N,Outspoken,50,50,65,50,50,35,30,30,2002,1,10
6474,C,XAVIER HERNANDEZ,26,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,40,40,45,55,45,20,20,25,2006,12,1
9307,C,Willie Herrera,22,0.5 Stars,1.0 Stars,N,H,N,N,H,N,Normal,35,30,40,40,35,25,20,30,0,0,0
8227,C,Matt Hesch,27,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,40,55,55,55,40,30,30,30,2005,2,2
8500,C,GREG HILGER,21,1.5 Stars,2.0 Stars,N,H,L,N,N,N,Normal,45,35,55,55,55,25,25,20,2007,5,12
10199,C,Bryce Hill,18,0.5 Stars,2.0 Stars,N,H,H,L,H,N,Unknown,45,45,60,40,55,35,50,35,0,0,0
8615,C,Kuemon Hiramoto,22,1.5 Stars,1.5 Stars,N,L,L,N,N,N,Normal,40,40,55,50,45,45,45,50,0,0,0
5012,C,Josh Hohman,31,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,40,45,45,55,40,55,65,60,0,69,1
5924,C,Luke Hollander,34,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,40,35,40,50,45,35,30,25,0,108,11
6056,C,Joe Horvath,28,1.5 Stars,1.5 Stars,H,N,H,N,N,N,Normal,40,55,45,45,45,40,50,45,2001,2,7
9454,C,CHANDLER HOTELLING,19,1.0 Stars,2.5 Stars,N,N,N,H,H,N,Unknown,50,45,60,60,60,35,35,30,0,0,0
9325,C,Jonah Howse,20,0.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,45,40,55,50,50,35,40,40,0,0,0
9547,C,MARQUIS HUBBARD,19,1.0 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,45,35,55,50,50,25,20,30,0,0,0
10270,C,Carlos Huerta,18,0.5 Stars,1.5 Stars,N,N,N,L,N,H,Unknown,40,35,35,45,50,25,20,20,0,0,0
7302,C,NICK HUSS,29,1.5 Stars,1.5 Stars,L,N,N,N,N,N,Normal,35,35,45,55,45,30,30,35,2004,12,7
7717,C,BRIAN HUTCHINSON,22,1.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,40,40,50,40,45,30,20,30,2008,15,9
8860,C,Hae-young Hwang,22,2.0 Stars,2.5 Stars,H,H,N,L,H,N,Normal,50,45,55,55,50,20,20,20,0,0,0
8013,C,NICK IRWIN,22,2.0 Stars,3.0 Stars,N,N,H,H,N,N,Normal,50,55,60,50,45,25,30,25,2006,3,1
9304,C,Andres Jacinto,19,0.5 Stars,2.0 Stars,N,N,L,H,N,N,Unknown,45,50,55,50,45,20,25,20,0,0,0
9882,C,Jeremy Jacobsen,20,0.5 Stars,1.5 Stars,N,H,L,N,N,N,Unknown,40,35,35,35,45,25,35,20,0,0,0
9378,C,DAVID JENSEN,24,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,45,50,60,35,25,20,20,2008,6,7
9600,C,IAN JENSON,19,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,40,55,50,45,30,30,30,2010,12,2
9114,C,FERNANDO JIMENEZ,20,0.5 Stars,2.5 Stars,L,L,H,H,N,N,Unknown,50,40,55,50,60,25,20,30,0,0,0
