ID,POS,Name,Age,T,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,Draft,Round,Pick
11509,RP,VERDIANO RONCALLI,21,R,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Unknown,55,45,45,60,-,-,55,-,-,-,-,-,-,-,-,40,2017,11,18
13227,RP,Leon Norris,20,L,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,45,50,60,60,-,-,-,-,-,-,-,-,-,-,25,2017,11,17
13814,RP,Dan Meyer,18,R,0.5 Stars,2.0 Stars,N,N,H,N,H,L,Unknown,55,60,40,55,-,-,-,-,50,55,-,-,-,-,-,30,2017,11,16
13225,RP,Abdul-Rahim bin Karif,20,L,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,40,45,50,-,50,45,45,-,-,45,-,-,-,-,-,55,2017,11,15
12978,RP,AARON HERRICK,23,L,1.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,70,40,40,65,-,65,-,-,-,65,-,-,-,50,-,35,2017,11,14
13035,RP,Tony Harding,19,L,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,40,45,55,-,-,55,-,-,-,-,-,-,-,-,30,2017,11,11
10966,RP,CHRIS MATTHEWS,22,R,1.0 Stars,1.5 Stars,N,H,N,N,N,H,Unknown,65,35,40,65,55,-,75,-,-,-,-,-,-,-,-,40,2017,11,10
13196,CL,MILAN ZUJOVIC,24,R,1.5 Stars,2.0 Stars,L,L,L,H,L,N,Normal,55,35,45,60,50,55,-,-,-,65,-,-,-,-,-,30,2017,11,9
13815,RP,Mike Vallen,19,R,1.0 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,45,50,45,45,45,-,-,50,-,-,-,-,-,-,-,55,2017,11,3
13818,RP,Antonio Jimenez,22,R,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,55,40,50,65,-,-,60,-,-,-,-,-,-,-,-,35,2017,11,1
13791,RP,MATT CLAYTON,23,R,1.5 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,45,40,50,45,-,50,-,45,-,-,-,-,-,-,-,55,2017,10,18
13241,RP,Sang-cheol Lee,19,R,1.0 Stars,1.5 Stars,N,N,L,N,N,L,Unknown,50,35,40,50,50,-,60,-,-,-,-,-,-,-,-,55,2017,10,15
13266,RP,Junzo Kaneko,23,R,1.5 Stars,1.5 Stars,N,N,N,N,N,L,Unknown,55,35,45,65,50,-,50,50,-,-,-,-,-,-,-,55,2017,10,14
13224,RP,David Gonzalez,19,R,1.5 Stars,2.0 Stars,N,N,L,N,N,L,Unknown,65,40,45,65,-,-,75,-,-,-,-,-,-,-,-,25,2017,10,11
13272,RP,Jamie Wells,19,L,1.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,50,50,40,55,50,-,-,45,-,-,-,-,-,-,-,60,2017,10,10
13928,SP,Keith Smith,22,R,0.5 Stars,1.0 Stars,L,N,L,N,L,N,Unknown,45,40,40,50,60,55,-,-,-,-,-,-,-,-,-,60,2017,10,9
13081,CL,Bruno Sells,19,R,0.5 Stars,2.0 Stars,N,N,L,N,N,L,Unknown,55,45,50,60,-,65,-,-,-,-,-,-,-,-,-,30,2017,10,8
13226,SP,Fred Parlee,23,R,0.5 Stars,1.5 Stars,N,H,N,L,N,H,Unknown,45,45,45,-,55,-,50,-,50,50,-,-,-,-,-,50,2017,10,6
12886,RP,George Storey,19,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,65,50,40,80,-,65,-,-,-,-,-,-,-,-,-,30,2017,10,3
13036,SP,Steve Brunskill,18,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,45,50,45,50,45,-,-,55,-,-,-,-,-,-,-,65,2017,10,1
13019,SP,Chet Legge,19,L,0.5 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,50,55,40,50,60,50,-,50,-,-,-,-,-,-,-,50,2017,9,20
13249,SP,Dave Naylor,23,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,50,45,50,55,60,45,-,-,-,-,-,-,50,-,70,2017,9,18
13087,RP,Dario Gomez,19,R,1.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,55,55,50,60,-,-,-,55,-,60,-,-,-,-,-,30,2017,9,16
13924,SP,Ji-man Kim,22,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,35,50,55,60,60,-,-,-,-,-,-,-,-,-,50,2017,9,14
12900,RP,Vinny Andrade,19,R,0.5 Stars,1.5 Stars,N,N,N,N,N,L,Unknown,55,35,35,50,-,-,60,-,-,-,-,-,-,-,-,25,2017,9,13
12956,RP,CLARROS FRONTOURA,23,L,1.5 Stars,2.0 Stars,H,L,N,H,N,N,Unknown,50,50,45,60,-,55,-,-,-,-,-,-,-,-,-,40,2017,9,11
13071,SP,Danny Martinez,19,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,45,40,50,55,-,-,60,-,-,-,-,-,-,-,50,2017,9,10
13931,SP,Samuel Price,21,R,0.5 Stars,2.0 Stars,N,N,N,N,L,N,Unknown,45,50,50,50,-,-,50,55,-,-,-,-,-,-,-,65,2017,9,9
13930,RP,Jean-François Martins,22,R,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,35,60,45,-,50,45,-,40,-,-,-,-,-,-,-,60,2017,9,8
13919,SP,Chris Coles,22,L,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,45,50,50,-,55,55,-,50,-,-,-,-,-,-,30,2017,9,7
13048,SP,Dylan Bartosz,19,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,45,40,50,50,55,-,-,-,60,-,-,-,-,-,-,55,2017,9,1
13238,SP,Roberto Fuentes,20,R,0.5 Stars,1.5 Stars,H,H,H,L,H,H,Unknown,45,35,45,-,50,50,-,-,50,55,-,-,-,50,-,60,2017,8,16
13813,SP,Paul Rathwell,22,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,45,50,60,-,-,-,-,55,-,-,-,-,-,50,2017,8,14
11022,RP,KELLY ROSENBERGER,21,R,1.0 Stars,2.0 Stars,L,H,N,L,H,N,Unknown,65,35,45,75,55,-,70,-,-,45,-,-,-,-,-,30,2017,8,12
13926,RP,Jasa Bulatovic,21,R,1.5 Stars,2.0 Stars,L,L,N,H,L,H,Unknown,50,45,35,50,-,-,-,50,-,55,-,-,-,45,-,70,2017,8,11
13101,RP,Jason Becker,18,R,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,45,35,55,45,-,-,45,-,-,-,-,-,-,-,-,35,2017,8,9
13103,RP,Allen Dunbar,18,R,1.5 Stars,2.5 Stars,N,N,H,L,N,H,Unknown,70,40,70,80,65,-,-,-,-,-,-,-,-,-,-,30,2017,8,7
13086,SP,Chris Dixon,19,R,0.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,45,60,45,45,45,-,45,50,-,50,-,-,-,-,-,50,2017,8,6
13229,SP,Hughie Lloyd,19,L,0.5 Stars,2.5 Stars,N,N,N,L,N,H,Unknown,50,50,50,50,50,-,55,50,-,-,-,-,-,-,-,55,2017,8,5
13044,RP,John Luckett,19,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,50,45,55,55,-,-,45,-,-,-,-,-,-,-,50,2017,8,3
12893,RP,Hiromichi Ono,19,R,1.0 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,55,45,45,55,55,-,-,55,-,-,-,-,-,-,-,50,2017,8,2
13105,SP,Draza Moljevic,19,L,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,45,60,45,50,-,-,-,55,60,-,-,-,-,-,-,70,2017,7,19
13031,RP,Thomas Hodgkinson,19,R,0.5 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,65,30,40,55,55,70,-,-,60,-,-,-,-,75,-,55,2017,7,16
13935,SP,Lee Younker,19,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,60,45,50,45,60,60,55,55,-,-,-,-,-,-,-,55,2017,7,15
13281,SP,Lee Smith,22,R,1.0 Stars,2.5 Stars,N,N,L,N,L,N,Unknown,45,55,50,45,-,-,45,50,-,-,-,-,-,-,-,65,2017,7,12
12892,CL,Hana bin Maudad,19,R,0.5 Stars,2.0 Stars,H,N,H,N,H,N,Unknown,40,55,50,45,35,-,-,-,-,45,-,-,-,-,-,55,2017,7,11
13099,SP,Don Wyatt,19,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,50,55,55,-,50,-,-,-,-,-,-,-,-,55,2017,7,10
10987,SP,DANTE WILLIAMS,22,R,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,55,40,45,70,50,-,-,-,70,-,-,-,-,-,-,60,2017,7,9
13098,RP,Edgar Martinez,19,R,1.5 Stars,2.0 Stars,N,L,H,L,N,N,Unknown,50,50,50,50,45,-,-,45,-,45,-,-,-,-,-,65,2017,7,8
13781,RP,ROB VAN ZANTEN,23,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,65,-,-,-,55,55,-,-,-,-,-,-,-,30,2017,7,6
13251,SP,Maurice Wells,22,R,1.5 Stars,2.0 Stars,N,N,H,N,N,H,Unknown,45,45,55,-,-,-,50,-,50,50,-,-,-,-,-,40,2017,7,5
13039,RP,Matt O'Grady,18,R,0.5 Stars,2.0 Stars,N,N,N,L,N,H,Unknown,60,35,50,55,60,-,60,55,-,-,-,-,-,40,-,65,2017,7,3
13302,SP,Ammar Seif,19,R,0.5 Stars,1.5 Stars,N,N,N,L,N,N,Unknown,55,30,50,60,60,-,60,-,-,-,-,-,45,-,-,70,2017,7,2
12891,SP,Matt Miller,19,L,0.5 Stars,2.0 Stars,N,H,N,L,N,H,Unknown,50,45,60,45,55,-,-,60,-,-,-,-,-,-,-,60,2017,6,18
10977,RP,VAN SANKS,22,R,1.0 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,50,50,35,50,-,60,-,-,-,-,-,-,-,55,-,50,2017,6,15
13056,RP,Quintin Bugbie,18,R,0.5 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,70,45,45,70,-,-,75,-,-,-,-,-,-,-,-,30,2017,6,11
14396,RP,Dario Barron,22,R,1.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,55,35,55,60,40,-,55,55,-,60,-,-,-,-,-,50,2017,6,10
13285,RP,Adam Newton,20,L,1.0 Stars,2.0 Stars,N,L,N,N,N,N,Unknown,80,30,45,70,-,80,-,-,-,-,-,-,-,-,-,30,2017,6,3
13914,SP,SEUNG-KYU KIM,22,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,40,55,55,45,50,-,40,45,-,-,-,-,-,-,-,60,2017,5,19
13292,SP,Ivan Velasquez,23,L,1.5 Stars,2.0 Stars,H,N,H,N,H,N,Unknown,40,45,55,45,50,-,40,-,-,45,-,-,-,-,-,50,2017,5,18
13076,CL,John Lupkoski,19,R,0.5 Stars,2.5 Stars,N,L,L,N,N,N,Unknown,55,70,55,-,-,-,70,60,-,-,-,-,-,-,-,25,2017,5,17
13083,RP,Jason Morris,19,R,0.5 Stars,2.5 Stars,L,L,L,H,L,N,Unknown,65,35,60,50,75,-,-,-,65,-,-,-,-,-,-,70,2017,5,15
12901,SP,Jarod Pavey,19,L,0.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,50,50,55,50,55,40,-,-,-,60,-,-,-,-,-,35,2017,5,12
13235,SP,Quentin Donalds,20,R,0.5 Stars,2.5 Stars,N,N,L,N,L,L,Unknown,45,50,50,50,55,55,-,-,-,-,-,-,-,40,-,55,2017,5,11
13078,RP,Joey Walsh,19,L,1.5 Stars,2.5 Stars,L,N,N,N,N,N,Unknown,65,50,50,70,-,65,45,-,-,-,-,-,-,-,-,35,2017,5,10
13042,SP,Jose Martinez,19,L,0.5 Stars,2.0 Stars,N,N,N,N,H,H,Unknown,55,55,45,50,-,-,-,-,65,60,-,-,-,-,-,55,2017,5,7
13068,SP,Leo Loman,19,L,0.5 Stars,2.5 Stars,N,L,H,N,H,N,Unknown,45,60,50,45,-,-,55,55,-,-,-,-,-,-,-,70,2017,5,3
13239,RP,Curt Burden,23,R,1.5 Stars,2.0 Stars,H,H,H,N,N,N,Unknown,55,40,60,60,-,-,65,-,-,60,-,-,-,-,-,30,2017,4,20
10989,RP,KYLE PAINTER,22,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,40,45,55,-,-,60,55,-,-,-,-,50,-,-,60,2017,4,18
12281,CL,GARRUS JOHNSON,21,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,60,50,35,75,-,70,-,-,-,-,-,-,-,-,-,25,2017,4,16
13812,SP,Willis Lozano,22,L,1.0 Stars,2.5 Stars,N,H,H,N,N,H,Unknown,50,60,50,55,60,-,55,55,-,-,-,-,-,-,-,75,2017,4,15
13803,RP,Bill Hall,18,L,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,55,30,45,50,55,65,-,45,60,-,-,-,-,-,-,55,2017,4,14
12888,SP,Mario Covarrubias,18,R,0.5 Stars,2.5 Stars,N,N,N,L,N,N,Unknown,45,50,55,55,50,-,50,-,-,-,-,-,-,-,-,65,2017,4,11
13237,SP,Joel Mendoa,20,R,0.5 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,55,55,45,65,55,40,-,60,-,-,-,-,-,-,-,55,2017,4,10
13232,SP,Ramon Garza,19,R,0.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,50,55,45,55,55,-,-,-,60,-,-,-,-,50,-,55,2017,4,9
13921,SP,Foppe Rutte,19,R,0.5 Stars,2.5 Stars,L,N,N,N,N,N,Unknown,45,55,60,45,35,-,-,45,-,45,-,-,-,-,-,65,2017,4,8
13804,RP,Jamie Reynolds,19,L,0.5 Stars,2.5 Stars,N,N,L,N,L,L,Unknown,55,50,70,-,-,60,-,-,-,60,-,-,-,-,-,30,2017,4,5
13074,RP,Jean Berger,18,R,1.0 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,60,40,45,65,-,-,65,-,-,65,-,-,-,-,-,35,2017,4,4
13082,SP,Sam Marx,18,L,0.5 Stars,2.5 Stars,L,L,L,N,L,L,Unknown,45,55,60,-,45,-,45,45,50,-,-,-,-,-,-,65,2017,4,3
13022,CL,Usaburo Pintado,19,R,1.0 Stars,2.5 Stars,N,N,N,N,N,L,Unknown,60,50,55,55,-,70,-,-,-,-,-,-,-,-,-,40,2017,3,18
13240,CL,Lenny Tomkins,23,R,1.5 Stars,2.0 Stars,L,N,H,N,N,N,Unknown,50,55,50,55,-,60,-,-,-,-,-,-,-,-,-,30,2017,3,16
13215,SP,Victor Felix,19,L,0.5 Stars,2.0 Stars,N,N,N,N,H,H,Unknown,60,45,45,70,-,-,-,55,60,55,-,-,-,-,-,30,2017,3,15
12957,SP,JAVY RUIZ,22,L,0.5 Stars,2.0 Stars,N,L,N,N,N,N,Unknown,50,45,50,50,60,-,55,-,-,-,-,-,-,-,-,65,2017,3,14
13262,SP,Chris Frey,23,R,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,50,50,50,-,60,60,55,-,45,55,-,-,-,60,-,60,2017,3,9
12887,RP,Chan-woo Lee,19,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,55,45,65,55,-,-,-,-,-,-,-,-,-,-,30,2017,3,7
12898,SP,Freddy Fuentes,19,L,0.5 Stars,2.5 Stars,N,N,N,L,N,N,Unknown,55,40,60,50,55,-,-,60,-,-,-,-,-,-,-,50,2017,3,1
13223,SP,Rich Nicholls,23,L,0.5 Stars,2.0 Stars,N,N,H,N,N,H,Unknown,50,55,50,50,-,-,-,55,-,60,-,-,-,-,-,30,2017,2,20
12896,SP,Leonard Rebellin,18,R,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,60,50,50,55,-,-,-,75,-,-,-,-,-,-,55,2017,2,15
13047,SP,Shaun Crouch,18,L,0.5 Stars,2.5 Stars,N,L,H,N,N,N,Unknown,50,50,60,60,50,55,-,45,-,-,-,-,-,-,-,65,2017,2,14
13920,SP,Koichi Nakano,22,R,1.5 Stars,2.5 Stars,N,L,N,N,N,H,Unknown,45,55,60,55,55,-,50,45,-,-,-,-,-,-,-,65,2017,2,10
13255,SP,Victor Escobar,20,R,0.5 Stars,2.5 Stars,H,H,H,N,H,N,Unknown,50,55,50,45,60,-,-,-,-,60,-,-,-,-,-,55,2017,2,8
13037,SP,Dustin Calhoun,19,R,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,50,50,55,55,55,65,-,-,-,50,-,-,-,-,-,50,2017,2,4
13050,SP,Josh Boyden,19,R,0.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,50,50,60,50,55,-,-,-,-,55,-,-,-,-,-,60,2017,2,3
13299,SP,Dae-hyung Oh,20,R,1.0 Stars,2.5 Stars,N,N,H,N,N,N,Unknown,50,55,55,65,-,-,-,55,-,55,-,-,-,-,-,40,2017,2,2
13821,SP,Bogdan Loman,22,L,1.5 Stars,2.5 Stars,H,N,H,L,N,N,Unknown,45,60,55,-,60,-,55,-,-,55,-,-,-,-,-,65,2017,1S,3
13817,SP,Billy Bogle,22,R,1.5 Stars,2.5 Stars,N,N,H,N,N,H,Unknown,50,50,55,45,60,50,50,50,-,-,-,-,-,-,-,65,2017,1,19
13809,SP,Enzo Michel,18,R,0.5 Stars,2.5 Stars,H,N,N,N,N,N,Unknown,55,50,55,-,60,65,-,-,50,65,-,-,-,65,-,60,2017,1,16
13064,SP,Aydan Cote,19,R,0.5 Stars,4.0 Stars,N,N,N,N,N,N,Unknown,50,65,70,60,50,-,-,55,-,-,-,-,-,-,-,55,2017,1,12
13067,SP,Chris Johnson,19,R,0.5 Stars,4.0 Stars,N,N,H,N,N,H,Unknown,40,70,75,45,55,50,-,50,-,-,-,-,-,-,-,65,2017,1,4
13270,SP,Brayden Bourke,19,R,1.0 Stars,3.5 Stars,N,N,N,N,H,N,Unknown,60,55,60,60,55,-,55,60,65,-,-,-,-,55,-,45,2017,1,2
13295,SP,Owen Begum,19,R,0.5 Stars,4.5 Stars,N,N,H,N,H,N,Unknown,50,80,65,55,-,-,55,60,-,-,-,60,-,-,-,65,2017,1,1
12433,SP,IJSBRAND DE BRUIJN,20,L,0.5 Stars,1.5 Stars,H,H,H,L,N,N,Unknown,45,45,45,50,45,-,45,50,-,-,-,-,-,35,-,40,2016,12,20
10639,SP,ADAM MEYER,23,R,0.5 Stars,1.0 Stars,N,N,L,N,N,N,Unknown,50,35,45,55,45,-,-,-,65,-,-,-,-,-,-,45,2016,12,17
11588,SP,RYAN FERGUSON,21,L,0.5 Stars,1.5 Stars,N,H,N,N,N,L,Unknown,50,45,40,60,50,-,-,-,55,-,-,-,-,-,-,45,2016,12,14
12391,RP,BENJAMIN STRACHAN,20,R,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,55,35,35,65,55,-,60,-,-,-,-,-,-,-,-,65,2016,12,13
13003,RP,RUDJER BOGICEVIC,23,R,1.5 Stars,1.5 Stars,H,N,N,H,H,N,Unknown,45,25,45,45,45,45,45,-,50,-,-,-,-,-,-,55,2016,12,12
13001,RP,SEAN BANNERMAN,22,R,1.5 Stars,2.0 Stars,L,N,L,L,H,N,Unknown,50,40,50,50,-,-,-,50,55,55,-,-,-,-,-,25,2016,12,10
10599,SP,NICK KENNEY,22,R,0.5 Stars,1.0 Stars,N,N,L,N,L,N,Unknown,45,45,40,50,50,55,-,-,-,35,-,-,-,-,-,60,2016,12,8
12440,SP,DAVID HERNANDEZ,20,R,0.5 Stars,1.0 Stars,N,L,N,H,N,N,Unknown,50,45,35,60,-,45,50,-,-,-,-,-,-,-,-,35,2016,12,7
12243,RP,SCOTT STOKES,20,R,1.5 Stars,1.5 Stars,N,N,N,L,H,N,Unknown,45,45,40,50,50,-,-,45,-,-,-,-,-,-,-,65,2016,12,5
12948,SP,MARTY ROMAN,22,L,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,45,40,45,45,50,50,50,45,-,50,-,-,-,-,-,65,2016,12,4
13793,RP,TIMMY FEENSTRA,19,R,1.5 Stars,2.0 Stars,N,N,H,L,H,N,Unknown,40,50,50,45,55,-,-,45,-,-,-,-,-,-,-,35,2016,12,3
12970,RP,BERT RODRIGUEZ,23,R,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,30,50,-,-,-,60,-,-,60,-,-,-,-,-,35,2016,12,1
12984,RP,DESIDERIO ROMANELLI,19,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,55,45,30,70,55,65,-,-,35,-,-,-,-,-,-,35,2016,11,20
13187,SP,BOB MCKOWN,20,R,0.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,40,55,65,45,45,-,-,-,-,45,-,-,-,-,-,50,2016,11,15
12450,SP,JUSTIN MANEILLI,20,R,0.5 Stars,1.5 Stars,H,N,N,N,H,N,Unknown,55,45,40,60,60,-,-,-,-,60,-,55,-,-,-,55,2016,11,11
12981,RP,STEVE WILBUR,23,R,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,50,45,55,50,-,-,-,45,-,50,-,-,-,-,-,35,2016,11,10
13199,SP,JORAM VAN DEN ELSEN,24,R,0.5 Stars,0.5 Stars,N,N,N,H,N,N,Normal,45,25,40,45,45,55,-,50,45,-,-,-,-,-,-,60,2016,11,9
12303,RP,MIGUEL CARREON,24,R,2.0 Stars,2.0 Stars,H,N,H,N,H,N,Sparkplug,60,35,55,65,-,-,60,-,-,-,-,-,-,-,-,30,2016,11,6
11628,SP,SÍLVIO GALEANA,21,R,0.5 Stars,1.5 Stars,N,N,N,H,N,N,Unknown,45,45,40,55,40,45,55,-,-,-,-,-,-,-,-,55,2016,11,4
12386,RP,JULIO NUNO,20,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,50,40,70,-,60,-,-,-,-,-,-,-,-,-,45,2016,11,2
12405,RP,ABDUL-GHAFUR BIN NAWAF,20,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,40,45,60,-,-,55,-,-,-,-,-,-,-,-,25,2016,11,1
13191,SP,YAMAN HASHIM,24,R,0.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,45,30,50,45,45,45,45,45,45,-,-,-,-,-,-,60,2016,10,17
12960,SP,GUGLIELMO MORRA,20,L,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,50,35,45,-,50,55,55,-,45,55,-,-,-,55,-,55,2016,10,15
12435,SP,KYUNG-BAE KIM,19,L,0.5 Stars,2.0 Stars,L,H,N,L,H,N,Unknown,60,50,45,-,45,70,70,-,-,65,-,45,-,-,-,55,2016,10,13
12991,SP,MATT HALLBAUER,23,R,1.0 Stars,1.5 Stars,N,N,N,N,H,N,Unknown,45,45,40,50,45,-,-,-,45,-,-,-,-,-,-,55,2016,10,11
13212,SP,SANG-CHUL PARK,24,R,0.5 Stars,0.5 Stars,L,N,H,N,N,N,Normal,45,30,25,50,45,50,50,-,30,45,-,-,-,-,-,50,2016,10,8
12966,SP,DAVID CHAVEZ,20,R,0.5 Stars,1.5 Stars,N,N,N,L,N,N,Unknown,35,45,50,45,-,-,45,45,45,-,-,-,-,-,-,70,2016,10,7
12248,RP,B.J. MONTALBETTI,20,R,1.5 Stars,2.0 Stars,H,N,N,H,N,L,Unknown,55,45,45,65,-,-,-,-,-,-,-,-,70,-,-,35,2016,10,6
13192,SP,JEROEN BRANDS,24,R,0.5 Stars,1.5 Stars,N,H,H,N,N,L,Outspoken,45,40,45,45,50,45,-,50,-,45,-,-,-,50,-,65,2016,10,4
13177,RP,JOSH KISNER,23,R,1.5 Stars,1.5 Stars,L,L,H,N,L,N,Unknown,45,35,40,45,45,-,-,50,-,50,-,-,-,-,-,60,2016,10,2
12403,SP,BENNY WRIGHT,20,R,0.5 Stars,1.5 Stars,N,H,N,L,H,H,Unknown,45,45,45,55,45,-,60,-,-,-,-,35,-,-,-,55,2016,10,1
13788,SP,RIEMER KOPPELAAR,22,R,0.5 Stars,2.0 Stars,N,N,H,N,N,H,Unknown,35,65,55,40,-,-,45,45,-,-,-,-,-,-,-,60,2016,9,20
12397,SP,MANNY ESTRADA,19,R,1.0 Stars,1.5 Stars,N,N,H,N,H,N,Unknown,50,45,45,60,50,-,-,-,55,-,-,-,-,-,-,45,2016,9,19
12959,RP,HORST RIJNEVELD,20,R,1.0 Stars,1.5 Stars,N,N,H,L,H,N,Unknown,75,40,30,80,-,-,75,-,-,-,-,-,-,-,-,35,2016,9,16
12937,RP,KELLY VAN DEN HOED,19,R,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,55,35,40,65,-,-,70,-,-,-,-,-,-,-,-,40,2016,9,14
12434,CL,SLAVKO DJURDJUVIC,20,R,1.5 Stars,2.0 Stars,N,H,N,L,H,L,Unknown,60,45,45,65,-,45,-,-,-,65,-,-,-,-,-,35,2016,9,13
13013,SP,HALEWIJN VAN GINKEL,19,L,0.5 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,45,50,50,50,50,-,55,-,-,-,-,-,-,-,-,65,2016,9,11
13181,SP,BOB RUIZ,20,R,0.5 Stars,2.0 Stars,H,H,L,L,N,L,Unknown,45,45,45,55,45,35,55,-,-,-,-,-,-,-,-,60,2016,9,6
