ID,DOB
3632,02/23/1976
4074,02/24/1976
5294,03/07/1976
3621,03/07/1976
4176,03/18/1976
5321,03/27/1976
3893,03/28/1976
5319,04/04/1976
4052,04/08/1976
4461,04/09/1976
4061,04/25/1976
3991,05/08/1976
4153,05/12/1976
3630,05/17/1976
3850,05/22/1976
3923,05/23/1976
5274,05/27/1976
4400,05/30/1976
4240,06/01/1976
4416,06/03/1976
5924,06/09/1976
3958,06/16/1976
3976,06/28/1976
5317,07/08/1976
3634,07/09/1976
4235,07/17/1976
4407,07/17/1976
3932,07/21/1976
8625,07/25/1976
4013,07/30/1976
4417,08/10/1976
4959,08/16/1976
4924,08/19/1976
3954,08/22/1976
3987,08/25/1976
5315,09/09/1976
4009,09/16/1976
4000,09/27/1976
3994,10/02/1976
3844,10/09/1976
3945,10/12/1976
4426,10/19/1976
3933,10/21/1976
5316,10/28/1976
5338,11/01/1976
4389,11/03/1976
3962,11/05/1976
4420,11/08/1976
4423,11/15/1976
5578,11/21/1976
5330,11/30/1976
4146,12/01/1976
4536,12/06/1976
5590,12/09/1976
4277,12/10/1976
4238,12/11/1976
4509,12/28/1976
3951,01/07/1977
4384,01/07/1977
4233,01/17/1977
4437,01/19/1977
7821,01/20/1977
5587,01/26/1977
5277,01/30/1977
4217,01/31/1977
4241,02/04/1977
8906,02/06/1977
4791,02/06/1977
5667,02/06/1977
4236,02/10/1977
3940,02/25/1977
4421,02/28/1977
3977,03/03/1977
5646,03/06/1977
4515,03/31/1977
4428,03/31/1977
5090,04/06/1977
4335,05/05/1977
4270,05/06/1977
4213,05/09/1977
4353,05/17/1977
4432,05/19/1977
5674,05/20/1977
4572,05/23/1977
5659,05/23/1977
4621,05/31/1977
4485,06/04/1977
4291,06/19/1977
7823,06/21/1977
4218,06/22/1977
4740,06/23/1977
4575,06/24/1977
4333,06/26/1977
5951,06/27/1977
4318,07/04/1977
4577,07/16/1977
4774,07/18/1977
4874,08/03/1977
4348,08/07/1977
5610,08/08/1977
4616,08/10/1977
4012,08/15/1977
4309,08/21/1977
4005,08/22/1977
5965,08/22/1977
3955,08/24/1977
4600,08/25/1977
4878,08/25/1977
4779,08/28/1977
4373,09/04/1977
4794,09/04/1977
4487,09/07/1977
4561,09/08/1977
4783,09/11/1977
9872,09/15/1977
5670,09/23/1977
5280,09/24/1977
5678,09/28/1977
4359,10/03/1977
5160,10/09/1977
7252,10/13/1977
4726,10/21/1977
4368,10/31/1977
5634,10/31/1977
4010,11/05/1977
4833,11/06/1977
5635,11/07/1977
4790,11/08/1977
3959,11/09/1977
5654,11/14/1977
3980,11/20/1977
10550,11/21/1977
4735,11/26/1977
7253,11/26/1977
4314,11/27/1977
4883,12/04/1977
4825,12/04/1977
5155,12/08/1977
4306,12/11/1977
5126,12/14/1977
4821,12/17/1977
9630,12/28/1977
5675,01/01/1978
4374,01/11/1978
5624,01/21/1978
4567,01/23/1978
4297,01/26/1978
5619,01/29/1978
4620,02/06/1978
4848,02/08/1978
8909,02/12/1978
6316,02/14/1978
8911,02/14/1978
4586,02/21/1978
5103,02/26/1978
4744,02/27/1978
4340,03/07/1978
6306,03/08/1978
4554,03/12/1978
5133,03/18/1978
6289,03/19/1978
6294,03/23/1978
5087,03/31/1978
4835,04/08/1978
9875,04/13/1978
4851,04/17/1978
8164,04/27/1978
4349,04/29/1978
5950,05/08/1978
4672,05/09/1978
4773,05/12/1978
5235,05/16/1978
5237,05/17/1978
4764,05/24/1978
4289,05/26/1978
4889,05/27/1978
4824,06/03/1978
5130,06/06/1978
5991,06/07/1978
9876,06/09/1978
4800,06/23/1978
4698,06/27/1978
4858,06/29/1978
4964,07/07/1978
4713,07/08/1978
4890,07/11/1978
6016,07/12/1978
4667,07/18/1978
4634,07/20/1978
5261,07/22/1978
4330,08/01/1978
6297,08/01/1978
6308,08/18/1978
4948,08/20/1978
4372,08/23/1978
4866,08/31/1978
6314,09/02/1978
6645,09/13/1978
4717,09/16/1978
4303,09/19/1978
4716,09/19/1978
4659,09/23/1978
4312,09/28/1978
4979,09/29/1978
5125,10/04/1978
4628,10/07/1978
4650,10/10/1978
4714,10/11/1978
4715,10/11/1978
5463,10/11/1978
6304,10/13/1978
4597,10/17/1978
6283,10/18/1978
4371,10/22/1978
4642,10/27/1978
5138,10/31/1978
6038,11/03/1978
5247,11/09/1978
4692,11/09/1978
4666,11/11/1978
5255,11/15/1978
5240,11/23/1978
6309,11/25/1978
4689,11/25/1978
5997,11/26/1978
4934,11/26/1978
4640,11/28/1978
5128,12/03/1978
5205,12/05/1978
5254,12/09/1978
4701,12/12/1978
6649,12/13/1978
10547,12/13/1978
6007,12/21/1978
6313,12/31/1978
5979,01/02/1979
5113,01/09/1979
5980,01/10/1979
4695,01/12/1979
5112,01/22/1979
4913,01/25/1979
5795,01/26/1979
4673,01/26/1979
4632,01/29/1979
6941,02/07/1979
10345,02/10/1979
4638,02/16/1979
5132,02/19/1979
4665,02/26/1979
4923,02/28/1979
5122,03/03/1979
6000,03/06/1979
6032,03/09/1979
9633,03/12/1979
4675,03/19/1979
6022,03/20/1979
5256,03/20/1979
6389,03/22/1979
6942,03/24/1979
5135,03/30/1979
5451,04/07/1979
5117,04/09/1979
5167,04/10/1979
6328,04/16/1979
4636,04/17/1979
6315,04/25/1979
4951,05/06/1979
6937,05/13/1979
5129,05/18/1979
5014,05/28/1979
5046,05/29/1979
5551,05/29/1979
6673,06/17/1979
4945,06/18/1979
6660,06/18/1979
5059,06/19/1979
4988,06/20/1979
5137,06/21/1979
6368,06/22/1979
6682,06/23/1979
5033,06/27/1979
6284,07/01/1979
5051,07/01/1979
4993,07/09/1979
5158,07/13/1979
5843,07/14/1979
4658,07/19/1979
5290,07/27/1979
5835,07/29/1979
5488,08/03/1979
6397,08/15/1979
5073,08/16/1979
5012,09/02/1979
6373,09/09/1979
5296,09/11/1979
5019,09/13/1979
6394,09/20/1979
4668,09/21/1979
5486,09/23/1979
5003,09/29/1979
5037,09/29/1979
6382,10/10/1979
5471,10/11/1979
4691,10/14/1979
5574,10/15/1979
5018,10/18/1979
6359,10/20/1979
4674,10/20/1979
4998,10/27/1979
5032,10/28/1979
4985,10/28/1979
5052,11/01/1979
5001,11/07/1979
6653,11/22/1979
5022,11/27/1979
5040,11/29/1979
5604,11/29/1979
4999,12/12/1979
5323,12/22/1979
6666,12/28/1979
6950,12/31/1979
5495,01/03/1980
5056,01/07/1980
5852,01/12/1980
6366,01/14/1980
5048,01/26/1980
5308,01/27/1980
5480,01/29/1980
6967,02/07/1980
5530,02/11/1980
5049,02/15/1980
6147,02/17/1980
10742,02/26/1980
6936,03/04/1980
5784,03/08/1980
6746,03/10/1980
4995,03/12/1980
5031,03/22/1980
5002,03/24/1980
6357,03/24/1980
6751,03/28/1980
5473,04/10/1980
5015,04/16/1980
6962,04/17/1980
5055,04/27/1980
5058,05/03/1980
5029,05/06/1980
5005,05/10/1980
5303,05/12/1980
6986,05/16/1980
5521,05/22/1980
5533,05/25/1980
4996,05/29/1980
6154,06/04/1980
5779,06/08/1980
4994,06/15/1980
6959,06/16/1980
5845,06/18/1980
5938,06/20/1980
5637,06/20/1980
5392,06/22/1980
5514,06/24/1980
4991,07/01/1980
5276,07/12/1980
5412,07/16/1980
5929,07/21/1980
5956,07/23/1980
5609,07/24/1980
6694,08/04/1980
6748,08/09/1980
5657,08/10/1980
6957,08/11/1980
8907,08/13/1980
5837,08/17/1980
5045,08/22/1980
6969,08/23/1980
5076,08/25/1980
11272,08/27/1980
5023,08/30/1980
6732,08/31/1980
6143,09/02/1980
5386,09/02/1980
6760,09/04/1980
5434,09/05/1980
5569,09/06/1980
5842,09/08/1980
5665,09/11/1980
6759,09/16/1980
5839,09/16/1980
5825,09/23/1980
5406,10/03/1980
5953,10/08/1980
5016,10/14/1980
5612,10/18/1980
6711,10/21/1980
10746,10/24/1980
5393,11/01/1980
5866,11/09/1980
6728,11/14/1980
5846,11/15/1980
5346,11/29/1980
5401,11/30/1980
5350,12/03/1980
5849,12/07/1980
5850,12/16/1980
8181,12/20/1980
6729,12/23/1980
5789,12/30/1980
5438,01/08/1981
6697,01/12/1981
9873,01/16/1981
7290,01/18/1981
5389,01/19/1981
6558,01/23/1981
5796,01/24/1981
5878,01/29/1981
5660,02/26/1981
7309,02/27/1981
5385,02/28/1981
5870,03/07/1981
5435,03/21/1981
6704,03/23/1981
5787,03/26/1981
6155,04/01/1981
5404,04/06/1981
5426,04/12/1981
5844,04/15/1981
5881,04/20/1981
5347,05/07/1981
6741,05/19/1981
5841,05/23/1981
5746,05/24/1981
5808,05/24/1981
5415,06/08/1981
5768,06/10/1981
8624,06/13/1981
10744,06/13/1981
6586,06/14/1981
5873,06/26/1981
6024,07/02/1981
5736,07/10/1981
5864,07/16/1981
5735,07/18/1981
5983,07/18/1981
6019,07/19/1981
5372,07/21/1981
7561,08/14/1981
6161,09/01/1981
5720,09/01/1981
5719,09/10/1981
5733,09/13/1981
7558,09/13/1981
5732,09/16/1981
5411,09/18/1981
5698,09/20/1981
5713,09/27/1981
5971,10/04/1981
8179,10/09/1981
5743,10/12/1981
6285,10/13/1981
5394,10/18/1981
7549,10/19/1981
5365,10/22/1981
6571,10/22/1981
5721,10/24/1981
6298,10/26/1981
5889,11/11/1981
5758,11/22/1981
5765,12/09/1981
5740,12/13/1981
7546,12/22/1981
6286,01/06/1982
6193,01/28/1982
6190,01/29/1982
7619,02/04/1982
7631,02/08/1982
5973,02/12/1982
5977,02/17/1982
6242,02/25/1982
6199,03/14/1982
5684,03/19/1982
5771,03/20/1982
7211,03/22/1982
7880,03/27/1982
6172,04/10/1982
5708,04/12/1982
6029,04/13/1982
7590,04/17/1982
10743,04/18/1982
5717,04/20/1982
7851,04/21/1982
5967,04/29/1982
6908,05/01/1982
6014,05/04/1982
7871,05/08/1982
5751,05/08/1982
6671,05/10/1982
6127,05/19/1982
6082,05/19/1982
6644,05/19/1982
7141,05/24/1982
6497,06/03/1982
6060,06/03/1982
14322,06/17/1982
6277,06/20/1982
6236,06/21/1982
6194,06/22/1982
6263,06/26/1982
6136,06/27/1982
6548,06/28/1982
5723,06/29/1982
6120,06/30/1982
7293,06/30/1982
8175,07/07/1982
7613,07/08/1982
6065,07/13/1982
7170,07/14/1982
6205,07/24/1982
6390,07/25/1982
6684,07/25/1982
6345,07/27/1982
6371,07/29/1982
6365,08/07/1982
7564,08/07/1982
6117,08/30/1982
6046,09/01/1982
6220,09/02/1982
6507,09/03/1982
7617,09/04/1982
7580,09/06/1982
6668,09/16/1982
6338,09/25/1982
5696,10/04/1982
6562,10/07/1982
6551,10/14/1982
6235,10/15/1982
6310,10/17/1982
6239,10/17/1982
6048,10/19/1982
7120,10/27/1982
6498,11/02/1982
6926,11/09/1982
6265,11/16/1982
6051,11/20/1982
7849,11/21/1982
5760,11/22/1982
6900,11/26/1982
7173,11/29/1982
6640,11/29/1982
7571,11/30/1982
6370,12/03/1982
6090,12/04/1982
6066,12/09/1982
8964,12/12/1982
7633,12/14/1982
7958,12/14/1982
7956,12/15/1982
6067,12/23/1982
6559,12/24/1982
6526,12/31/1982
8415,01/07/1983
7506,01/08/1983
6650,01/17/1983
6109,01/25/1983
6674,01/30/1983
6687,02/07/1983
6554,02/13/1983
7911,02/17/1983
8421,02/21/1983
7949,02/22/1983
6381,02/22/1983
7118,03/03/1983
6652,03/05/1983
7081,03/07/1983
8195,03/13/1983
8227,03/15/1983
6140,03/16/1983
6943,03/23/1983
6085,03/25/1983
6342,04/08/1983
6072,04/10/1983
6680,04/14/1983
8418,04/17/1983
6125,04/22/1983
6131,04/25/1983
6099,04/27/1983
6888,05/01/1983
6622,05/04/1983
7600,05/04/1983
6464,05/04/1983
6132,05/07/1983
6716,05/14/1983
6891,05/15/1983
7622,05/16/1983
8196,05/21/1983
6685,05/24/1983
6922,05/29/1983
8428,05/29/1983
7073,05/30/1983
6555,06/08/1983
6752,06/09/1983
6070,06/19/1983
6452,06/19/1983
6479,06/23/1983
7292,06/24/1983
6757,06/26/1983
6439,06/29/1983
6557,06/30/1983
6476,07/01/1983
6556,07/02/1983
6915,07/06/1983
6634,07/08/1983
6956,07/10/1983
6620,07/14/1983
8419,07/16/1983
6451,07/21/1983
6901,07/22/1983
7143,07/25/1983
7894,08/05/1983
6718,08/10/1983
10338,08/12/1983
8410,08/13/1983
8199,08/26/1983
6875,08/26/1983
6871,08/28/1983
6948,09/01/1983
8224,09/05/1983
7193,09/05/1983
7157,09/05/1983
6469,09/08/1983
6446,09/09/1983
6947,09/12/1983
7189,09/13/1983
6906,09/17/1983
7210,09/17/1983
6462,09/25/1983
6714,10/01/1983
7207,10/03/1983
6063,10/03/1983
9885,10/03/1983
6611,10/03/1983
7152,10/05/1983
7108,10/06/1983
6635,10/06/1983
6084,10/07/1983
8208,10/08/1983
10353,10/09/1983
7200,10/14/1983
6740,10/14/1983
6475,10/15/1983
7151,10/18/1983
7130,10/23/1983
8958,10/24/1983
6695,11/03/1983
6478,11/10/1983
6702,11/11/1983
6402,11/11/1983
7895,11/12/1983
9339,11/12/1983
7206,11/17/1983
6477,11/17/1983
6933,11/17/1983
7091,11/18/1983
7199,11/20/1983
9628,11/21/1983
7126,11/23/1983
6096,11/27/1983
7186,11/28/1983
7214,11/29/1983
9358,12/13/1983
8278,12/20/1983
6414,12/29/1983
7440,01/01/1984
8664,01/06/1984
7729,01/08/1984
6444,01/09/1984
7465,01/18/1984
6467,01/19/1984
6431,01/25/1984
8298,01/25/1984
8234,01/29/1984
6472,01/31/1984
6482,02/05/1984
7218,02/05/1984
7089,02/10/1984
6731,02/12/1984
7197,02/18/1984
6441,02/20/1984
7076,02/27/1984
7774,03/01/1984
8293,03/07/1984
15472,03/07/1984
6460,03/20/1984
8287,03/27/1984
7817,03/30/1984
6733,04/01/1984
7831,04/07/1984
7814,04/08/1984
7288,04/09/1984
6426,04/10/1984
7192,04/10/1984
7194,04/15/1984
6976,04/16/1984
8246,04/19/1984
6423,04/24/1984
7212,04/26/1984
7208,04/28/1984
7221,05/01/1984
8959,05/02/1984
6829,05/11/1984
6457,05/17/1984
6773,05/17/1984
7010,05/18/1984
7231,05/27/1984
7018,05/29/1984
7732,06/02/1984
8974,06/05/1984
7056,06/12/1984
7217,06/13/1984
6794,06/17/1984
8449,06/21/1984
7016,06/23/1984
6776,06/24/1984
7443,06/25/1984
7796,06/27/1984
7195,06/29/1984
7453,07/03/1984
7213,07/03/1984
6805,07/14/1984
7201,07/17/1984
7470,07/20/1984
6787,07/21/1984
8240,07/21/1984
8242,07/22/1984
7015,07/22/1984
7027,07/28/1984
7026,07/29/1984
9344,07/31/1984
7435,08/01/1984
8975,08/07/1984
6814,08/09/1984
7038,08/15/1984
7545,08/21/1984
7020,08/23/1984
8460,08/24/1984
8184,08/26/1984
12827,08/28/1984
6993,09/01/1984
6850,09/12/1984
7544,09/14/1984
7054,09/18/1984
6767,09/30/1984
6764,10/01/1984
6854,10/06/1984
7780,10/06/1984
7036,10/07/1984
7509,10/11/1984
6835,10/14/1984
8968,10/21/1984
7051,10/22/1984
7542,10/24/1984
8271,10/25/1984
8667,10/27/1984
6410,10/28/1984
7012,11/02/1984
8302,11/05/1984
7466,11/13/1984
8448,11/15/1984
8979,11/26/1984
6774,11/27/1984
6802,11/30/1984
7001,12/05/1984
