ID,DOB
4398,06/12/1976
4077,06/14/1976
5318,06/19/1976
5336,06/19/1976
4410,06/25/1976
4097,07/01/1976
5288,07/04/1976
3946,07/04/1976
4256,07/04/1976
4068,07/05/1976
3944,07/06/1976
4085,07/07/1976
3995,07/08/1976
5286,07/09/1976
4147,07/17/1976
4380,07/21/1976
4383,07/30/1976
3984,08/06/1976
5581,08/07/1976
3585,08/09/1976
4399,08/19/1976
4092,08/21/1976
3987,08/25/1976
3996,08/29/1976
3942,09/02/1976
5312,09/04/1976
3597,09/09/1976
4109,09/09/1976
5602,09/11/1976
4507,09/12/1976
5279,09/13/1976
3957,09/17/1976
5342,09/17/1976
4011,09/18/1976
3972,09/25/1976
4120,09/25/1976
4014,09/28/1976
4434,09/28/1976
4834,09/29/1976
4438,10/03/1976
5575,10/05/1976
3555,10/06/1976
4784,10/07/1976
5573,10/08/1976
3928,10/08/1976
3637,10/20/1976
3933,10/21/1976
5338,11/01/1976
5605,11/02/1976
3948,11/03/1976
4424,11/08/1976
4377,11/08/1976
3570,11/09/1976
4423,11/15/1976
3934,11/23/1976
3648,11/26/1976
3616,11/28/1976
4524,11/28/1976
3973,11/30/1976
4114,11/30/1976
5295,12/02/1976
5590,12/09/1976
4277,12/10/1976
5577,12/11/1976
4385,12/16/1976
3938,12/20/1976
4414,12/21/1976
3986,12/21/1976
4523,12/21/1976
3981,12/22/1976
4393,12/24/1976
5599,12/28/1976
3969,12/29/1976
4252,12/31/1976
4154,01/02/1977
4397,01/06/1977
4437,01/19/1977
4718,01/20/1977
5283,01/20/1977
3988,01/25/1977
5587,01/26/1977
4004,01/27/1977
5291,01/30/1977
5663,02/01/1977
3992,02/05/1977
4791,02/06/1977
4481,02/07/1977
6647,02/16/1977
4477,02/16/1977
5683,02/16/1977
4439,03/03/1977
4405,03/04/1977
4456,03/05/1977
3968,03/19/1977
4538,03/21/1977
5681,03/25/1977
4228,03/27/1977
4391,03/27/1977
4515,03/31/1977
5095,03/31/1977
4264,03/31/1977
5608,04/01/1977
5682,04/05/1977
3961,04/05/1977
4419,04/08/1977
5592,04/09/1977
5679,04/11/1977
4443,04/13/1977
4430,04/24/1977
5618,04/26/1977
4447,04/30/1977
3925,05/01/1977
5655,05/03/1977
4341,05/08/1977
4213,05/09/1977
4310,05/11/1977
5960,05/12/1977
4353,05/17/1977
4003,05/21/1977
5928,05/22/1977
4488,05/22/1977
4724,05/24/1977
5143,05/24/1977
4452,05/25/1977
5680,05/28/1977
4455,05/30/1977
5952,06/01/1977
3993,06/09/1977
4799,06/12/1977
4450,06/16/1977
4551,06/16/1977
4526,06/18/1977
5656,06/19/1977
5626,06/22/1977
4746,06/22/1977
5927,06/24/1977
3935,06/26/1977
4737,06/27/1977
4613,06/28/1977
4285,06/28/1977
4006,07/05/1977
4328,07/06/1977
5153,07/07/1977
4244,07/09/1977
4512,07/11/1977
4577,07/16/1977
4774,07/18/1977
5658,07/18/1977
4758,07/20/1977
4337,07/20/1977
5940,07/23/1977
4882,07/24/1977
5641,07/27/1977
5614,07/27/1977
5958,07/31/1977
4874,08/03/1977
4775,08/03/1977
4336,08/04/1977
4819,08/05/1977
4802,08/08/1977
5610,08/08/1977
5170,08/09/1977
5141,08/10/1977
4736,08/11/1977
4789,08/11/1977
4005,08/22/1977
4015,08/22/1977
3955,08/24/1977
4362,08/26/1977
4779,08/28/1977
4369,08/28/1977
4803,08/28/1977
4795,08/31/1977
3952,09/01/1977
4375,09/01/1977
4564,09/01/1977
4794,09/04/1977
4311,09/05/1977
4857,09/08/1977
4342,09/09/1977
4345,09/13/1977
4284,09/15/1977
5945,09/16/1977
4801,09/17/1977
4771,09/21/1977
4292,09/23/1977
5670,09/23/1977
5678,09/28/1977
5664,09/28/1977
5639,10/02/1977
4359,10/03/1977
4358,10/06/1977
4745,10/07/1977
5627,10/07/1977
4798,10/08/1977
5937,10/13/1977
5186,10/14/1977
5102,10/18/1977
4552,10/19/1977
4726,10/21/1977
4288,10/24/1977
4482,10/29/1977
5640,10/31/1977
4759,11/02/1977
4785,11/03/1977
4231,11/05/1977
3970,11/05/1977
4833,11/06/1977
4790,11/08/1977
4313,11/11/1977
4556,11/12/1977
4319,11/13/1977
5654,11/14/1977
4732,11/16/1977
4832,11/17/1977
5963,11/18/1977
4897,11/20/1977
4294,11/20/1977
4610,11/21/1977
3966,11/24/1977
5638,11/26/1977
4831,11/28/1977
3989,11/29/1977
4326,11/30/1977
4555,12/01/1977
4883,12/04/1977
5615,12/09/1977
4870,12/11/1977
4838,12/12/1977
5126,12/14/1977
4813,12/14/1977
4826,12/18/1977
4492,12/24/1977
5966,12/26/1977
4302,12/29/1977
5652,12/29/1977
4742,12/30/1977
5611,12/31/1977
5675,01/01/1978
5943,01/02/1978
5633,01/04/1978
5111,01/11/1978
4308,01/28/1978
5619,01/29/1978
5941,01/30/1978
4619,01/30/1978
5489,02/01/1978
4749,02/04/1978
4620,02/06/1978
4822,02/06/1978
4762,02/06/1978
4848,02/08/1978
4580,02/10/1978
4357,02/11/1978
4327,02/11/1978
6041,02/12/1978
6316,02/14/1978
4820,02/14/1978
4814,02/15/1978
5647,02/18/1978
4571,02/21/1978
4550,02/22/1978
6034,02/24/1978
4365,02/26/1978
5999,02/28/1978
6303,02/28/1978
4804,03/01/1978
4863,03/02/1978
5968,03/03/1978
6306,03/08/1978
4563,03/11/1978
6291,03/13/1978
4305,03/14/1978
6009,03/15/1978
6289,03/19/1978
6294,03/23/1978
4793,03/23/1978
4352,03/24/1978
5673,03/25/1978
4787,03/26/1978
4839,03/29/1978
5087,03/31/1978
5994,04/02/1978
4281,04/02/1978
5666,04/04/1978
4331,04/04/1978
6030,04/05/1978
4867,04/06/1978
5531,04/07/1978
4835,04/08/1978
5134,04/16/1978
6288,04/25/1978
5969,04/28/1978
5127,04/28/1978
4349,04/29/1978
4316,05/03/1978
4347,05/04/1978
4949,05/05/1978
4681,05/11/1978
4576,05/11/1978
4773,05/12/1978
5235,05/16/1978
4299,05/17/1978
4761,05/17/1978
4332,05/18/1978
4868,05/21/1978
4931,05/24/1978
4764,05/24/1978
4289,05/26/1978
4678,05/27/1978
4810,05/29/1978
6311,05/29/1978
4982,06/02/1978
5524,06/02/1978
6043,06/02/1978
6006,06/03/1978
4824,06/03/1978
4622,06/03/1978
4855,06/04/1978
6299,06/05/1978
4853,06/06/1978
4952,06/06/1978
5991,06/07/1978
4647,06/08/1978
4815,06/09/1978
4643,06/12/1978
4660,06/21/1978
4800,06/23/1978
4854,06/23/1978
4940,06/27/1978
4698,06/27/1978
4858,06/29/1978
5475,07/03/1978
4649,07/07/1978
4300,07/08/1978
4788,07/09/1978
4796,07/10/1978
6016,07/12/1978
5456,07/17/1978
4942,07/19/1978
4706,07/20/1978
4634,07/20/1978
5442,07/21/1978
5084,07/21/1978
5261,07/22/1978
4633,07/27/1978
4817,07/28/1978
4344,07/28/1978
6648,07/29/1978
6297,08/01/1978
5082,08/03/1978
5098,08/04/1978
4648,08/05/1978
4635,08/06/1978
4830,08/10/1978
4809,08/12/1978
5460,08/14/1978
6308,08/18/1978
4948,08/20/1978
5083,08/23/1978
4372,08/23/1978
4645,08/23/1978
4639,08/24/1978
5213,08/24/1978
5441,08/24/1978
4641,08/30/1978
4866,08/31/1978
6314,09/02/1978
5465,09/02/1978
4596,09/03/1978
5648,09/03/1978
4709,09/04/1978
4861,09/08/1978
4916,09/11/1978
4589,09/13/1978
4929,09/13/1978
6645,09/13/1978
5099,09/15/1978
4717,09/16/1978
4969,09/19/1978
4367,09/20/1978
4304,09/22/1978
4862,09/23/1978
4856,09/24/1978
4630,09/24/1978
6045,09/30/1978
5086,10/02/1978
5125,10/04/1978
5535,10/05/1978
4628,10/07/1978
4712,10/07/1978
4356,10/08/1978
5121,10/08/1978
4650,10/10/1978
4715,10/11/1978
5463,10/11/1978
6304,10/13/1978
5981,10/15/1978
4688,10/17/1978
5469,10/17/1978
4597,10/17/1978
6283,10/18/1978
4329,10/19/1978
5149,10/22/1978
4962,10/24/1978
5100,10/31/1978
5138,10/31/1978
6296,10/31/1978
6038,11/03/1978
5992,11/04/1978
4694,11/05/1978
6027,11/08/1978
5247,11/09/1978
4666,11/11/1978
4671,11/12/1978
4685,11/14/1978
6309,11/25/1978
5997,11/26/1978
4608,11/27/1978
6039,11/27/1978
5096,11/28/1978
4640,11/28/1978
6037,11/29/1978
5124,11/29/1978
5993,12/01/1978
4911,12/03/1978
5205,12/05/1978
5142,12/07/1978
5115,12/10/1978
4651,12/12/1978
4701,12/12/1978
5976,12/12/1978
6649,12/13/1978
4704,12/15/1978
6007,12/21/1978
4930,12/25/1978
6313,12/31/1978
4654,01/01/1979
5198,01/01/1979
5979,01/02/1979
5116,01/03/1979
6300,01/05/1979
6036,01/09/1979
5113,01/09/1979
5980,01/10/1979
4695,01/12/1979
5175,01/13/1979
4687,01/16/1979
5107,01/17/1979
4915,01/17/1979
5195,01/25/1979
5795,01/26/1979
6305,01/26/1979
4708,01/26/1979
4632,01/29/1979
5989,01/30/1979
5109,02/07/1979
6941,02/07/1979
6323,02/08/1979
6655,02/11/1979
4699,02/12/1979
4690,02/14/1979
4662,02/18/1979
6376,02/19/1979
5114,02/22/1979
5555,02/23/1979
5165,02/24/1979
4665,02/26/1979
4923,02/28/1979
5985,03/01/1979
5122,03/03/1979
4947,03/03/1979
5178,03/05/1979
6000,03/06/1979
6032,03/09/1979
6393,03/09/1979
6665,03/13/1979
6664,03/17/1979
5101,03/17/1979
5481,03/18/1979
4675,03/19/1979
6022,03/20/1979
5256,03/20/1979
6389,03/22/1979
6042,03/22/1979
6942,03/24/1979
4655,03/25/1979
5162,03/29/1979
5135,03/30/1979
5516,04/02/1979
6683,04/05/1979
4965,04/06/1979
5451,04/07/1979
5110,04/08/1979
5117,04/09/1979
5167,04/10/1979
5230,04/10/1979
6663,04/12/1979
6347,04/14/1979
5199,04/14/1979
6035,04/15/1979
6328,04/16/1979
4636,04/17/1979
5241,04/17/1979
6040,04/21/1979
5228,04/23/1979
5211,04/24/1979
6315,04/25/1979
5139,05/01/1979
4702,05/02/1979
5120,05/02/1979
5118,05/03/1979
6327,05/04/1979
5529,05/08/1979
5236,05/10/1979
5166,05/18/1979
6013,05/19/1979
6939,05/23/1979
4644,05/26/1979
5014,05/28/1979
4684,05/28/1979
5046,05/29/1979
5551,05/29/1979
5028,05/31/1979
6351,05/31/1979
5594,06/02/1979
5827,06/03/1979
5004,06/03/1979
4693,06/03/1979
5024,06/03/1979
5072,06/04/1979
6287,06/06/1979
4626,06/07/1979
6667,06/08/1979
5030,06/09/1979
5200,06/14/1979
5582,06/15/1979
5482,06/18/1979
4945,06/18/1979
5077,06/18/1979
6660,06/18/1979
5059,06/19/1979
4988,06/20/1979
5137,06/21/1979
6044,06/21/1979
5035,06/22/1979
6368,06/22/1979
5064,06/24/1979
5467,06/25/1979
5033,06/27/1979
6379,06/27/1979
6284,07/01/1979
6361,07/01/1979
5051,07/01/1979
5561,07/03/1979
5188,07/07/1979
4997,07/08/1979
4993,07/09/1979
5458,07/11/1979
5061,07/12/1979
5158,07/13/1979
5843,07/14/1979
5071,07/15/1979
6363,07/16/1979
5038,07/17/1979
5017,07/17/1979
5877,07/18/1979
6344,07/19/1979
4658,07/19/1979
5041,07/19/1979
5995,07/21/1979
4953,07/21/1979
6400,07/24/1979
6662,07/24/1979
5331,07/25/1979
5290,07/27/1979
5835,07/29/1979
5070,07/30/1979
4980,07/31/1979
5000,08/01/1979
5282,08/01/1979
5488,08/03/1979
5310,08/04/1979
5164,08/13/1979
5187,08/13/1979
5203,08/15/1979
6397,08/15/1979
5073,08/16/1979
5984,08/18/1979
5196,08/19/1979
5069,08/20/1979
6380,08/23/1979
5446,08/23/1979
5591,08/24/1979
5207,08/25/1979
6362,08/26/1979
5159,08/31/1979
5163,09/02/1979
5012,09/02/1979
6953,09/04/1979
5563,09/04/1979
5034,09/06/1979
5287,09/08/1979
6373,09/09/1979
5501,09/10/1979
6341,09/11/1979
5801,09/11/1979
5296,09/11/1979
5019,09/13/1979
5171,09/14/1979
6686,09/14/1979
4653,09/16/1979
4907,09/16/1979
5053,09/17/1979
6392,09/18/1979
6394,09/20/1979
5493,09/20/1979
5486,09/23/1979
6675,09/25/1979
6330,09/26/1979
5479,09/26/1979
5595,09/26/1979
5003,09/29/1979
6346,10/03/1979
5208,10/06/1979
6382,10/10/1979
5471,10/11/1979
6651,10/12/1979
4691,10/14/1979
6339,10/15/1979
5574,10/15/1979
5512,10/15/1979
5454,10/18/1979
5202,10/18/1979
5018,10/18/1979
6359,10/20/1979
4674,10/20/1979
4710,10/20/1979
5173,10/20/1979
5474,10/22/1979
4629,10/24/1979
5794,10/24/1979
4683,10/25/1979
6944,10/25/1979
6951,10/26/1979
4998,10/27/1979
5507,10/27/1979
4985,10/28/1979
5464,10/29/1979
4697,10/29/1979
5333,11/01/1979
4677,11/01/1979
5026,11/01/1979
5052,11/01/1979
4700,11/03/1979
4960,11/03/1979
5505,11/05/1979
5001,11/07/1979
5487,11/07/1979
5063,11/10/1979
6367,11/13/1979
5503,11/13/1979
5263,11/13/1979
5452,11/17/1979
5593,11/19/1979
5057,11/21/1979
6949,11/21/1979
6653,11/22/1979
5490,11/23/1979
6324,11/24/1979
5485,11/25/1979
4625,11/25/1979
5022,11/27/1979
5604,11/29/1979
5271,12/03/1979
5518,12/04/1979
5519,12/08/1979
4999,12/12/1979
4986,12/15/1979
5304,12/15/1979
5882,12/19/1979
5457,12/19/1979
5210,12/21/1979
5323,12/22/1979
5520,12/22/1979
5043,12/23/1979
5494,12/23/1979
6377,12/26/1979
5206,12/26/1979
6666,12/28/1979
5510,12/30/1979
5483,12/31/1979
6950,12/31/1979
5495,01/03/1980
5468,01/03/1980
5462,01/04/1980
5526,01/05/1980
5056,01/07/1980
6173,01/08/1980
5008,01/11/1980
5852,01/12/1980
5525,01/12/1980
5267,01/12/1980
6366,01/14/1980
5201,01/15/1980
6386,01/20/1980
5313,01/24/1980
5598,01/25/1980
5048,01/26/1980
5308,01/27/1980
6672,01/29/1980
5480,01/29/1980
4990,01/30/1980
6699,02/01/1980
5044,02/03/1980
5027,02/03/1980
6973,02/05/1980
5074,02/07/1980
6967,02/07/1980
5478,02/08/1980
4987,02/09/1980
5530,02/11/1980
5049,02/15/1980
6147,02/17/1980
6725,02/18/1980
6336,02/19/1980
5214,02/20/1980
5497,02/21/1980
6244,02/21/1980
5332,02/24/1980
6985,02/25/1980
5517,02/25/1980
5269,02/26/1980
6727,02/28/1980
5450,03/01/1980
5492,03/03/1980
5828,03/03/1980
6364,03/05/1980
5532,03/06/1980
5062,03/06/1980
5784,03/08/1980
6746,03/10/1980
5508,03/15/1980
5502,03/15/1980
5461,03/17/1980
5002,03/24/1980
6357,03/24/1980
5565,03/26/1980
6751,03/28/1980
5504,03/31/1980
5496,04/03/1980
5585,04/06/1980
5473,04/10/1980
5500,04/15/1980
5015,04/16/1980
5011,04/16/1980
6962,04/17/1980
5832,04/18/1980
5552,04/18/1980
6970,04/19/1980
6713,04/23/1980
5055,04/27/1980
5075,05/02/1980
5058,05/03/1980
5378,05/05/1980
5029,05/06/1980
5371,05/08/1980
5005,05/10/1980
5303,05/12/1980
6986,05/16/1980
5010,05/18/1980
5939,05/21/1980
5521,05/22/1980
5511,05/22/1980
5533,05/25/1980
6761,05/26/1980
5559,05/27/1980
4996,05/29/1980
5377,06/01/1980
5068,06/04/1980
5816,06/04/1980
6154,06/04/1980
5398,06/05/1980
5423,06/05/1980
5538,06/05/1980
6960,06/06/1980
5550,06/07/1980
5779,06/08/1980
5804,06/14/1980
4994,06/15/1980
6959,06/16/1980
6734,06/18/1980
5845,06/18/1980
5433,06/18/1980
5783,06/18/1980
5938,06/20/1980
5637,06/20/1980
5382,06/24/1980
5484,06/24/1980
5514,06/24/1980
5334,06/27/1980
6737,06/29/1980
4991,07/01/1980
5819,07/02/1980
5907,07/04/1980
5020,07/04/1980
5491,07/06/1980
5676,07/09/1980
6975,07/09/1980
5792,07/09/1980
5498,07/10/1980
5366,07/11/1980
5276,07/12/1980
5930,07/14/1980
5412,07/16/1980
6743,07/17/1980
6325,07/18/1980
5630,07/20/1980
5418,07/20/1980
5929,07/21/1980
5368,07/22/1980
5956,07/23/1980
5609,07/24/1980
5541,07/24/1980
5961,07/28/1980
5509,07/28/1980
5352,07/29/1980
6756,07/30/1980
5880,08/03/1980
5078,08/03/1980
5042,08/04/1980
6694,08/04/1980
5824,08/07/1980
6748,08/09/1980
5568,08/09/1980
5657,08/10/1980
6957,08/11/1980
4992,08/13/1980
5540,08/14/1980
5584,08/14/1980
5836,08/15/1980
5562,08/16/1980
5837,08/17/1980
5384,08/19/1980
6742,08/19/1980
5799,08/21/1980
5045,08/22/1980
6969,08/23/1980
5395,08/23/1980
5522,08/24/1980
5076,08/25/1980
5360,08/29/1980
5409,08/29/1980
5023,08/30/1980
5066,08/30/1980
6732,08/31/1980
6703,08/31/1980
5386,09/02/1980
6760,09/04/1980
5838,09/04/1980
5278,09/05/1980
5434,09/05/1980
5357,09/06/1980
5569,09/06/1980
5842,09/08/1980
5786,09/10/1980
6374,09/10/1980
6981,09/11/1980
5665,09/11/1980
6984,09/13/1980
5528,09/15/1980
5839,09/16/1980
5564,09/18/1980
5933,09/19/1980
5642,09/22/1980
5825,09/23/1980
5662,09/28/1980
5629,09/30/1980
5847,10/01/1980
5554,10/01/1980
5406,10/03/1980
6180,10/04/1980
5369,10/04/1980
5362,10/04/1980
6747,10/05/1980
5953,10/08/1980
5859,10/13/1980
5016,10/14/1980
5829,10/14/1980
5612,10/18/1980
6184,10/25/1980
5054,10/28/1980
5853,10/30/1980
6972,10/31/1980
5393,11/01/1980
5383,11/01/1980
5424,11/07/1980
8152,11/07/1980
5866,11/09/1980
6693,11/11/1980
5788,11/12/1980
5822,11/14/1980
6698,11/14/1980
6728,11/14/1980
5846,11/15/1980
5047,11/16/1980
6705,11/19/1980
5954,11/21/1980
5050,11/21/1980
5810,11/21/1980
5353,11/22/1980
6979,11/23/1980
5791,11/23/1980
6958,11/27/1980
5265,11/29/1980
5346,11/29/1980
5375,11/29/1980
5401,11/30/1980
5350,12/03/1980
5785,12/07/1980
5849,12/07/1980
5813,12/07/1980
5413,12/09/1980
6735,12/10/1980
6232,12/12/1980
5373,12/13/1980
5430,12/16/1980
5850,12/16/1980
5817,12/16/1980
5809,12/16/1980
6980,12/17/1980
5879,12/18/1980
5818,12/18/1980
5834,12/18/1980
5860,12/19/1980
8181,12/20/1980
5790,12/21/1980
5631,12/22/1980
5811,12/22/1980
6729,12/23/1980
5380,12/23/1980
5798,12/25/1980
6964,12/25/1980
5391,12/26/1980
5830,12/27/1980
5789,12/30/1980
5361,01/03/1981
6198,01/06/1981
5438,01/08/1981
5815,01/09/1981
5807,01/11/1981
6697,01/12/1981
5876,01/14/1981
5857,01/14/1981
5429,01/14/1981
5422,01/15/1981
5567,01/15/1981
5803,01/16/1981
7290,01/18/1981
5389,01/19/1981
6992,01/20/1981
6538,01/20/1981
6558,01/23/1981
5796,01/24/1981
5878,01/29/1981
6709,02/04/1981
5812,02/05/1981
5861,02/06/1981
5400,02/07/1981
5932,02/12/1981
5351,02/15/1981
5915,02/16/1981
5875,02/20/1981
5833,02/20/1981
5959,02/21/1981
5946,02/21/1981
7309,02/27/1981
5345,02/28/1981
5385,02/28/1981
7560,03/06/1981
7314,03/06/1981
5870,03/07/1981
7291,03/10/1981
5355,03/11/1981
5848,03/14/1981
6990,03/16/1981
5388,03/19/1981
5650,03/19/1981
5349,03/19/1981
5904,03/20/1981
5435,03/21/1981
5363,03/22/1981
6704,03/23/1981
6151,03/24/1981
5787,03/26/1981
5863,03/26/1981
5921,03/27/1981
5407,03/28/1981
5920,03/28/1981
6989,03/29/1981
6724,04/01/1981
5868,04/02/1981
7297,04/04/1981
6625,04/05/1981
5416,04/06/1981
5404,04/06/1981
6696,04/08/1981
6158,04/12/1981
5823,04/12/1981
5426,04/12/1981
5844,04/15/1981
5881,04/20/1981
5887,04/21/1981
5387,04/22/1981
5854,04/23/1981
6156,04/24/1981
5820,04/28/1981
5906,04/28/1981
5911,04/29/1981
5862,05/01/1981
5692,05/03/1981
5749,05/04/1981
5724,05/04/1981
6018,05/06/1981
5347,05/07/1981
6167,05/07/1981
5931,05/11/1981
6017,05/13/1981
7301,05/14/1981
6524,05/14/1981
6142,05/15/1981
7300,05/15/1981
5437,05/17/1981
7320,05/18/1981
5805,05/19/1981
5865,05/19/1981
5403,05/20/1981
5701,05/21/1981
5431,05/22/1981
5821,05/22/1981
5841,05/23/1981
5746,05/24/1981
5808,05/24/1981
5379,05/27/1981
5886,05/28/1981
6293,05/29/1981
5757,05/30/1981
7554,06/08/1981
5415,06/08/1981
5922,06/09/1981
5768,06/10/1981
6181,06/12/1981
5974,06/12/1981
6586,06/14/1981
5916,06/14/1981
5883,06/16/1981
5773,06/16/1981
6003,06/19/1981
6312,06/20/1981
6576,06/20/1981
5370,06/24/1981
5840,06/25/1981
5873,06/26/1981
5727,06/27/1981
5432,06/28/1981
5831,06/30/1981
6717,07/05/1981
5892,07/06/1981
5734,07/06/1981
6187,07/09/1981
5736,07/10/1981
7315,07/11/1981
5917,07/13/1981
5858,07/16/1981
5381,07/16/1981
5864,07/16/1981
5735,07/18/1981
5983,07/18/1981
6321,07/18/1981
6019,07/19/1981
7311,07/21/1981
5372,07/21/1981
5439,07/23/1981
6170,07/27/1981
6628,07/28/1981
5900,07/28/1981
5752,07/31/1981
5770,08/02/1981
5856,08/05/1981
5762,08/07/1981
7552,08/07/1981
6226,08/11/1981
5616,08/12/1981
7561,08/14/1981
5761,08/16/1981
5998,08/16/1981
5888,08/19/1981
7547,08/22/1981
5703,08/24/1981
7302,08/27/1981
6144,08/27/1981
6320,08/29/1981
6159,08/31/1981
6161,09/01/1981
5425,09/03/1981
5747,09/04/1981
5367,09/04/1981
5408,09/04/1981
6517,09/07/1981
6165,09/07/1981
6146,09/10/1981
5719,09/10/1981
5901,09/11/1981
5733,09/13/1981
7558,09/13/1981
5732,09/16/1981
5750,09/18/1981
5411,09/18/1981
5699,09/19/1981
5698,09/20/1981
5890,09/22/1981
5417,09/23/1981
6209,09/25/1981
6201,09/25/1981
6211,09/25/1981
5713,09/27/1981
5942,09/29/1981
6169,09/30/1981
5759,10/01/1981
5971,10/04/1981
6585,10/05/1981
6152,10/06/1981
6202,10/06/1981
5899,10/08/1981
5700,10/08/1981
5919,10/08/1981
5704,10/09/1981
7296,10/10/1981
5776,10/11/1981
7303,10/12/1981
5743,10/12/1981
6285,10/13/1981
5716,10/14/1981
5436,10/15/1981
5364,10/16/1981
5394,10/18/1981
5756,10/18/1981
7549,10/19/1981
5694,10/20/1981
5390,10/22/1981
6571,10/22/1981
5721,10/24/1981
6217,10/26/1981
6188,10/26/1981
6298,10/26/1981
5427,10/27/1981
6162,10/29/1981
5744,10/30/1981
6627,10/30/1981
6157,11/04/1981
6501,11/06/1981
5742,11/07/1981
6623,11/07/1981
5695,11/09/1981
6178,11/10/1981
5636,11/11/1981
5889,11/11/1981
6317,11/12/1981
6219,11/12/1981
5677,11/15/1981
5628,11/15/1981
6504,11/18/1981
6203,11/19/1981
6578,11/19/1981
5405,11/19/1981
5908,11/20/1981
6228,11/20/1981
7312,11/21/1981
5758,11/22/1981
5766,11/25/1981
5972,11/25/1981
5753,11/26/1981
6145,11/29/1981
6153,11/29/1981
5730,11/29/1981
6204,12/01/1981
6168,12/04/1981
7299,12/05/1981
5765,12/09/1981
6033,12/10/1981
7326,12/12/1981
5740,12/13/1981
5710,12/14/1981
6183,12/14/1981
6319,12/15/1981
6278,12/15/1981
6624,12/17/1981
6192,12/17/1981
6015,12/19/1981
6212,12/19/1981
5987,12/20/1981
5905,12/20/1981
7546,12/22/1981
6182,12/25/1981
6148,12/26/1981
6179,12/30/1981
6020,01/01/1982
7322,01/02/1982
5769,01/02/1982
6163,01/04/1982
6286,01/06/1982
5709,01/10/1982
6222,01/12/1982
7855,01/13/1982
6274,01/18/1982
6230,01/19/1982
5767,01/19/1982
6268,01/20/1982
7551,01/21/1982
5754,01/23/1982
5691,01/27/1982
6193,01/28/1982
6190,01/29/1982
8183,02/02/1982
7619,02/04/1982
6505,02/04/1982
6197,02/07/1982
7631,02/08/1982
6904,02/08/1982
7856,02/10/1982
5973,02/12/1982
6223,02/12/1982
6210,02/14/1982
7630,02/15/1982
5977,02/17/1982
6149,02/17/1982
7233,02/22/1982
6166,02/23/1982
6269,02/23/1982
6242,02/25/1982
7319,02/26/1982
6175,02/27/1982
6272,03/01/1982
7629,03/03/1982
6266,03/03/1982
6196,03/05/1982
6521,03/06/1982
7137,03/09/1982
5729,03/10/1982
7159,03/10/1982
6215,03/13/1982
7567,03/13/1982
6199,03/14/1982
8177,03/16/1982
6279,03/17/1982
6255,03/18/1982
5684,03/19/1982
6218,03/20/1982
5771,03/20/1982
7878,03/21/1982
7163,03/21/1982
6200,03/21/1982
7211,03/22/1982
6503,03/22/1982
7616,03/24/1982
5738,03/24/1982
7880,03/27/1982
6185,03/28/1982
7563,03/30/1982
6273,03/31/1982
7204,04/03/1982
5707,04/08/1982
6172,04/10/1982
6892,04/11/1982
7321,04/11/1982
5708,04/12/1982
6519,04/12/1982
7316,04/13/1982
6029,04/13/1982
6207,04/14/1982
6241,04/17/1982
7590,04/17/1982
6254,04/19/1982
5717,04/20/1982
7851,04/21/1982
7610,04/23/1982
6164,04/23/1982
7870,04/23/1982
6515,04/25/1982
6171,04/28/1982
5967,04/29/1982
6502,04/29/1982
6638,04/30/1982
6908,05/01/1982
6014,05/04/1982
6243,05/04/1982
6176,05/05/1982
7606,05/05/1982
