ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SctAcc
17726,SS,Horiuchi Miyake,01/15/2005,1.0 Stars,5.0 Stars,Normal,55,60,80,80,60,60,40,Low
15508,SS,Ratko Moljevic,02/01/2002,1.0 Stars,5.0 Stars,Normal,65,70,75,70,55,65,65,Avg
8733,1B,Jeff Monroe,06/04/1990,5.0 Stars,5.0 Stars,Normal,75,65,75,70,65,55,20,Avg
16120,CF,Tadasumi Nakazato,10/23/2002,1.5 Stars,5.0 Stars,Durable,65,50,80,80,80,45,65,Avg
16812,C,Larry Normand,09/15/2003,1.0 Stars,5.0 Stars,Normal,75,60,70,60,70,50,40,Avg
15351,C,Ricky Ramos,11/09/2000,2.0 Stars,5.0 Stars,Durable,75,70,50,50,65,55,30,Avg
10986,SS,Matt Riga,06/27/1995,3.0 Stars,5.0 Stars,Durable,80,80,65,40,80,70,60,Avg
17447,SS,Manuel Robles,12/18/2003,1.5 Stars,5.0 Stars,Normal,80,70,70,60,80,55,40,Low
17767,CF,Omarion Savage,05/20/2005,1.5 Stars,5.0 Stars,Normal,80,80,75,50,80,50,70,Low
15756,C,Tae-yang Seol,06/01/2001,2.0 Stars,5.0 Stars,Normal,50,60,80,75,70,75,40,Avg
11616,LF,Glen Smith,06/14/1996,2.5 Stars,5.0 Stars,Normal,75,70,55,80,50,60,55,Low
16825,RF,Stanislav Stanovcic,10/08/2002,1.5 Stars,5.0 Stars,Normal,60,70,80,65,80,70,55,Avg
16254,C,Aleksandar Stojadinovic,06/13/2003,1.0 Stars,5.0 Stars,Normal,50,55,45,80,50,65,30,Low
15347,RF,Kevin Stone,01/20/2001,2.0 Stars,5.0 Stars,Normal,70,65,65,80,55,60,55,Low
14874,SS,Dermot Timney,03/24/1999,2.5 Stars,5.0 Stars,Normal,80,80,50,80,45,75,45,Low
16989,C,Gianlorenzo Travolta,02/05/2005,1.0 Stars,5.0 Stars,Normal,80,80,50,30,40,80,30,Low
17772,1B,Ron Trimbur,10/30/2005,1.5 Stars,5.0 Stars,Normal,70,50,65,80,80,40,25,Low
14202,C,Julio Trujillo,11/17/1998,2.5 Stars,5.0 Stars,Durable,55,50,50,80,50,50,45,Avg
11195,RF,Henny van der Valk,05/31/1995,4.0 Stars,5.0 Stars,Normal,80,65,80,75,60,50,70,Low
17598,SS,Charlie Van Gorder,04/21/2005,1.0 Stars,5.0 Stars,Normal,55,70,80,65,80,80,60,Low
15089,C,Zeljko Vidovic,02/14/2002,1.0 Stars,5.0 Stars,Normal,80,70,45,70,45,55,25,Low
9605,LF,Janos von Neumann,05/26/1992,4.5 Stars,5.0 Stars,Iron Man,80,80,75,45,50,80,75,Low
16437,SS,Jared Wahl,07/01/2003,1.0 Stars,5.0 Stars,Normal,65,50,60,80,80,35,50,Low
16328,C,Jarrod Withers,01/19/2004,1.0 Stars,5.0 Stars,Durable,80,50,50,80,55,30,45,Low
16999,2B,Kiyoji Yamamoto,04/24/2004,1.0 Stars,5.0 Stars,Normal,45,40,50,80,80,40,50,Low
16080,CF,Thaqib Yusuf,04/25/2002,1.0 Stars,5.0 Stars,Normal,50,45,65,80,80,40,60,Avg
11596,1B,Glen Aguilera,08/10/1996,3.0 Stars,4.5 Stars,Normal,50,65,75,80,50,80,60,Avg
14251,1B,Ho-min Ahn,12/29/1998,2.0 Stars,4.5 Stars,Normal,55,75,50,75,45,80,45,Low
16535,LF,Gideon Aylett,06/18/2003,1.0 Stars,4.5 Stars,Normal,50,45,75,80,80,40,55,Low
17458,LF,Dylan Ayliffe,02/26/2004,1.5 Stars,4.5 Stars,Normal,65,70,70,65,65,70,40,V.Low
17126,C,Bruce Bahr,01/03/2005,1.0 Stars,4.5 Stars,Normal,80,75,55,45,55,50,25,Low
16429,LF,Gerry Belgrove,08/01/2003,1.5 Stars,4.5 Stars,Normal,65,50,45,80,80,35,30,Low
17571,CF,Teddy Blackley,11/06/2004,1.0 Stars,4.5 Stars,Normal,80,80,75,50,45,65,30,Low
17113,CF,Jason Briggs,03/26/2005,1.0 Stars,4.5 Stars,Normal,75,80,80,50,55,80,45,Low
17774,SS,Vladimir Buturovic,07/29/2005,1.0 Stars,4.5 Stars,Normal,80,80,60,35,35,80,50,Low
17755,CF,Kyle Chiasson,03/12/2005,1.0 Stars,4.5 Stars,Durable,75,80,45,50,80,80,40,Low
12952,RF,NEAL COULTER,09/11/1997,3.0 Stars,4.5 Stars,Normal,70,75,65,55,50,70,65,Low
16233,RF,Tom Cowser,09/17/1999,2.0 Stars,4.5 Stars,Normal,70,60,45,70,80,50,35,Avg
17636,RF,Cooper Curtis,09/24/2005,1.5 Stars,4.5 Stars,Normal,80,80,50,55,40,80,45,Low
12121,3B,A.E. Douglas,08/06/1996,4.5 Stars,4.5 Stars,Normal,55,75,65,55,50,80,70,Avg
16786,LF,Angelo Espinoza,02/23/2002,1.5 Stars,4.5 Stars,Normal,70,70,60,65,70,65,30,Avg
14809,CF,Moises Garcia,12/17/1999,1.5 Stars,4.5 Stars,Normal,80,80,60,50,40,70,75,Low
15342,C,Walid Haddad,05/10/2001,2.0 Stars,4.5 Stars,Normal,70,70,60,45,50,65,30,Avg
15555,CF,R.J. Hoffe,05/01/2001,1.5 Stars,4.5 Stars,Normal,75,75,80,65,60,70,70,Avg
16977,CF,Virgil Horvers,08/22/2004,1.0 Stars,4.5 Stars,Normal,70,70,80,55,55,65,60,Low
17170,CF,Iemochi Ishii,12/02/2004,1.0 Stars,4.5 Stars,Normal,55,45,55,80,80,30,55,Low
17346,C,Imbart Janssen,02/16/2004,1.0 Stars,4.5 Stars,Normal,55,55,65,75,50,50,25,Low
17110,C,Ijsbert Ketting,09/03/2004,1.0 Stars,4.5 Stars,Normal,65,75,60,55,45,80,25,Low
17452,CF,Etsuo Kobayashi,02/28/2004,1.0 Stars,4.5 Stars,Durable,55,75,55,75,50,80,40,Low
17724,SS,Fumiaki Kobayashi,06/29/2005,1.0 Stars,4.5 Stars,Normal,80,80,45,50,50,70,50,Low
17478,C,Ton Kuijer,04/29/2004,1.0 Stars,4.5 Stars,Normal,55,65,50,50,80,75,20,Low
17491,2B,Byung-gyu Lee,09/24/2004,1.0 Stars,4.5 Stars,Normal,50,60,80,80,50,70,65,Low
17677,RF,Han-seung Lee,05/13/2005,1.0 Stars,4.5 Stars,Normal,45,40,80,80,80,30,35,Low
12390,1B,DOBRICA LEKOVIC,01/16/1998,2.0 Stars,4.5 Stars,Normal,70,75,55,65,50,70,40,Low
16436,2B,Isam Luqman,06/09/2004,1.5 Stars,4.5 Stars,Normal,80,80,50,45,45,80,70,Low
17449,2B,Graham Maxwell,12/08/2003,1.0 Stars,4.5 Stars,Normal,80,80,80,35,60,75,55,Avg
17562,1B,Mike Memmott,03/29/2003,1.5 Stars,4.5 Stars,Normal,65,75,45,70,65,80,30,Low
16828,CF,Javier Mori,04/01/2003,1.0 Stars,4.5 Stars,Normal,80,80,80,35,40,80,60,Low
10793,2B,David Overholser,01/24/1989,4.5 Stars,4.5 Stars,Fragile,55,65,55,50,75,70,70,Avg
14196,CF,Gil Rivera,04/22/1999,2.0 Stars,4.5 Stars,Normal,80,80,70,55,40,80,80,Low
17425,C,Blaine Rodd,10/16/2004,1.0 Stars,4.5 Stars,Normal,50,45,45,80,65,40,20,Low
16530,SS,Sam Rodd,02/16/2002,1.5 Stars,4.5 Stars,Normal,70,50,80,80,60,40,45,Avg
15123,C,Dave Schult,09/01/2001,1.0 Stars,4.5 Stars,Normal,65,70,45,60,50,65,20,Low
16830,SS,Tamao Suzuki,10/19/2003,1.0 Stars,4.5 Stars,Normal,55,50,75,80,70,45,65,Avg
17680,C,Carl van Aalst,01/28/2006,1.0 Stars,4.5 Stars,Normal,50,50,50,75,55,50,20,Low
17762,C,Tom van den Brink,04/16/2005,1.0 Stars,4.5 Stars,Normal,70,80,50,40,65,80,25,Low
17462,LF,Neil Adam,05/27/2004,1.0 Stars,4.0 Stars,Durable,80,80,80,50,45,70,45,Low
17614,C,Dave Alvarez,11/02/2005,1.0 Stars,4.0 Stars,Normal,50,70,50,55,50,80,25,Low
11311,1B,Onofredo Apolloni,10/06/1995,2.5 Stars,4.0 Stars,Normal,75,80,55,55,70,75,30,Low
16211,SS,Pharoah Atem,01/05/2002,2.0 Stars,4.0 Stars,Normal,60,55,80,65,80,50,80,Avg
7971,SS,Luis Barragan,07/10/1987,4.0 Stars,4.0 Stars,Wrecked,80,65,70,35,80,50,40,Avg
13553,LF,Jamie Beavan,01/18/1998,2.0 Stars,4.0 Stars,Normal,55,65,45,75,45,80,45,Low
16013,RF,Cameron Bell,06/10/2001,2.0 Stars,4.0 Stars,Normal,80,70,55,65,50,55,55,Avg
15873,2B,Abdul-Malik bin Bishr,07/19/2003,1.0 Stars,4.0 Stars,Normal,80,80,65,40,40,80,70,Avg
16974,C,Muaz bin Jibril,10/01/2004,1.0 Stars,4.0 Stars,Normal,65,75,40,45,50,80,25,Low
15113,LF,Ayman bin Na'il,02/18/2002,1.5 Stars,4.0 Stars,Normal,60,65,80,55,50,65,45,Avg
16139,CF,Baha al Din bin Rashid,06/23/2002,1.0 Stars,4.0 Stars,Normal,50,45,80,80,80,45,60,Low
12998,CF,Will Bradnock,04/11/1997,2.5 Stars,4.0 Stars,Normal,50,55,80,75,45,60,55,Avg
17443,CF,Cameron Burns,11/05/2003,1.0 Stars,4.0 Stars,Normal,60,75,55,65,50,80,60,Low
13379,RF,Joel Callaway,01/16/1999,1.5 Stars,4.0 Stars,Normal,80,55,55,80,50,40,35,Avg
14846,2B,Edwin Canales,04/15/2000,2.0 Stars,4.0 Stars,Normal,55,60,55,60,40,60,65,Low
17309,C,Tony Chalas,09/24/2003,1.0 Stars,4.0 Stars,Durable,60,80,40,45,45,80,20,Low
13294,1B,Guibert Cipolloni,04/22/1997,1.5 Stars,4.0 Stars,Normal,75,75,45,70,50,65,50,Low
12161,2B,Jasa Ckrebic,11/12/1996,2.5 Stars,4.0 Stars,Normal,70,60,80,55,50,50,70,Avg
12439,2B,Jason Clark,01/02/1998,3.0 Stars,4.0 Stars,Normal,65,70,80,55,45,65,80,Low
11038,1B,JUSTIN CUMMINGS,08/06/1996,2.0 Stars,4.0 Stars,Normal,60,65,65,65,65,60,60,Low
16978,3B,Robin Davies,04/14/2004,1.0 Stars,4.0 Stars,Normal,55,70,50,70,55,80,50,Low
16335,CF,Huibert de Jong,02/24/2004,1.0 Stars,4.0 Stars,Normal,65,55,70,55,80,50,60,Low
10849,1B,Luis de la Cruz,08/21/1993,4.0 Stars,4.0 Stars,Durable,50,50,55,80,55,45,25,Low
16439,2B,Elliot Dewar,09/13/2003,1.0 Stars,4.0 Stars,Durable,45,60,80,75,45,75,55,Low
17555,1B,David Espinosa,07/25/2004,1.5 Stars,4.0 Stars,Normal,65,70,45,70,25,75,25,Low
15510,3B,Bryan Evans,02/07/2003,1.0 Stars,4.0 Stars,Normal,55,65,50,65,55,70,40,Avg
15563,SS,Mike Evans,12/08/2000,2.0 Stars,4.0 Stars,Normal,60,70,80,60,45,80,65,Avg
16658,RF,Luigi Eykelbosch,10/15/2002,1.5 Stars,4.0 Stars,Normal,70,75,80,50,60,70,65,Low
16313,1B,Joël Ferrua,05/08/2003,1.5 Stars,4.0 Stars,Normal,80,75,50,55,45,60,30,Low
16461,2B,Tomas Gonzalez,08/24/2003,1.0 Stars,4.0 Stars,Normal,80,80,65,45,45,80,40,Low
14587,C,Newt Greening,04/06/2000,1.5 Stars,4.0 Stars,Normal,60,75,45,45,50,80,30,Low
17627,CF,Steven Helms,02/17/2006,1.0 Stars,4.0 Stars,Normal,70,80,70,45,45,80,35,Low
10039,RF,Erik Hilton,04/30/1991,4.0 Stars,4.0 Stars,Durable,60,65,65,55,55,60,65,Avg
17068,2B,Tsugunosuke Hirakawa,09/28/2003,1.0 Stars,4.0 Stars,Durable,65,65,75,60,55,60,55,Low
15834,LF,Alex Hurtado,06/15/2003,1.5 Stars,4.0 Stars,Normal,60,70,65,60,45,70,50,Low
16537,3B,Dan Hyman,03/07/2004,1.0 Stars,4.0 Stars,Normal,55,45,55,80,80,40,35,Low
17460,C,Tony Jaimes,06/09/2004,1.0 Stars,4.0 Stars,Normal,65,45,50,80,60,30,20,V.Low
16108,2B,Hyang-nam Kim,11/06/2001,1.5 Stars,4.0 Stars,Normal,70,70,65,55,40,65,65,Low
17603,3B,Tadao Kondo,09/03/2005,1.0 Stars,4.0 Stars,Normal,45,50,55,80,80,50,25,Low
13218,1B,Wayne Lawless,06/07/1997,2.5 Stars,4.0 Stars,Normal,55,65,80,80,45,75,45,Avg
9696,1B,Carl Linnaeus,04/14/1988,4.0 Stars,4.0 Stars,Normal,70,80,50,55,45,80,35,Low
15670,C,Jon Lira,05/14/2002,1.0 Stars,4.0 Stars,Normal,80,80,50,40,40,80,25,Avg
7197,1B,Danny Macias,02/18/1984,4.0 Stars,4.0 Stars,Wrecked,80,65,55,65,80,50,25,Low
13611,SS,Chris Mancilla,10/28/1998,2.5 Stars,4.0 Stars,Normal,70,70,70,60,45,65,70,Low
16650,C,Danny McGrady,12/12/2002,1.0 Stars,4.0 Stars,Normal,60,55,45,70,45,50,25,Low
15070,CF,Ijsbrand Meijer,08/28/2002,1.5 Stars,4.0 Stars,Normal,70,70,60,55,50,65,70,Avg
8773,2B,Gregor Mendel,06/06/1989,4.0 Stars,4.0 Stars,Fragile,65,50,60,70,55,45,55,Avg
16963,RF,Jacob Milburn,07/14/2004,1.0 Stars,4.0 Stars,Normal,65,50,70,80,55,40,40,Low
17094,LF,Sean Miles,11/09/2004,1.5 Stars,4.0 Stars,Durable,70,50,60,80,50,35,30,Low
17578,3B,Kyle Mills,10/14/2004,1.0 Stars,4.0 Stars,Normal,70,75,55,55,50,75,35,Low
16991,C,Reece Morgan,06/25/2004,1.0 Stars,4.0 Stars,Normal,65,75,45,45,50,80,20,Low
14352,LF,Joe Morris,03/16/1999,1.5 Stars,4.0 Stars,Normal,65,70,65,55,55,75,60,Avg
17129,C,Colton Munoz,12/19/2004,1.0 Stars,4.0 Stars,Normal,55,55,45,75,45,55,20,Low
16276,LF,Kameji Nakata,10/15/2003,1.0 Stars,4.0 Stars,Fragile,75,55,55,75,80,45,35,Low
17438,LF,Roy Newton,02/09/2004,1.5 Stars,4.0 Stars,Normal,50,65,80,55,45,75,80,Low
15619,C,Kei Oda,06/14/2001,1.0 Stars,4.0 Stars,Normal,55,45,55,70,80,35,25,Low
16827,2B,Luis Olivares,06/22/2003,1.0 Stars,4.0 Stars,Normal,65,50,80,65,80,45,55,Low
16204,C,Zachariah Ollson,09/11/1997,2.5 Stars,4.0 Stars,Normal,65,75,50,45,55,75,25,Avg
14859,CF,Milos Ostrozinska,03/01/2000,1.5 Stars,4.0 Stars,Normal,65,75,65,60,50,75,40,Avg
16690,SS,Alfredo Padilla,03/20/2003,1.0 Stars,4.0 Stars,Normal,80,80,45,40,55,80,40,Avg
11771,LF,Min-gook Park,06/16/1996,3.0 Stars,4.0 Stars,Fragile,55,60,50,80,50,60,70,Avg
6807,CF,Dan Parker,04/14/1985,4.0 Stars,4.0 Stars,Fragile,55,50,70,45,70,50,60,Avg
15744,CF,Fernando Porchianelo,01/23/2003,1.0 Stars,4.0 Stars,Normal,80,80,40,40,30,80,45,Avg
14855,1B,Ratko Ralevic,09/06/2000,1.5 Stars,4.0 Stars,Normal,60,60,50,75,45,55,25,Avg
16441,LF,Cody Rogers,12/15/2002,1.5 Stars,4.0 Stars,Normal,55,55,55,70,70,55,25,Low
11790,LF,Maurice Sartoretti,01/18/1997,2.5 Stars,4.0 Stars,Normal,55,50,55,75,70,45,50,Low
15821,C,Eugene Sexton,01/17/2003,1.0 Stars,4.0 Stars,Normal,75,65,50,60,50,50,25,Avg
13091,C,Solo Sikoa,04/02/1998,2.0 Stars,4.0 Stars,Normal,70,75,45,45,50,70,25,Low
16333,3B,Stephen Slattery,10/25/2003,1.0 Stars,4.0 Stars,Normal,65,50,50,75,80,45,35,Low
17436,RF,Arturo Solano,05/30/2004,1.0 Stars,4.0 Stars,Normal,50,60,50,75,65,75,35,Low
16428,CF,Teruhito Sonoda,12/07/2003,1.0 Stars,4.0 Stars,Normal,80,80,70,45,45,70,50,Low
14218,3B,Phil Speed,07/12/1998,2.5 Stars,4.0 Stars,Fragile,55,55,55,80,75,50,35,Avg
16404,2B,Bryan Stanley,06/18/1999,2.0 Stars,4.0 Stars,Normal,80,80,75,45,40,80,60,Avg
16442,CF,Jim Sutton,06/24/2003,1.0 Stars,4.0 Stars,Durable,80,80,80,40,40,80,60,Low
8267,3B,Cory Sykes,05/13/1987,4.0 Stars,4.0 Stars,Iron Man,70,55,50,65,50,45,40,Low
17167,CF,Randy Trchunian,02/03/2004,1.0 Stars,4.0 Stars,Normal,45,45,75,80,60,45,55,Low
16968,CF,Addy Veen,04/01/2004,1.0 Stars,4.0 Stars,Normal,65,55,80,65,80,45,55,Low
17613,2B,Alex Vega,08/23/2005,1.0 Stars,4.0 Stars,Normal,60,75,50,60,50,80,45,Low
16783,RF,Aca Vukovic,04/17/2003,1.5 Stars,4.0 Stars,Normal,65,60,65,65,60,55,35,Avg
17082,SS,Steve Wright,04/24/2004,1.0 Stars,4.0 Stars,Normal,80,55,50,80,50,40,50,Low
15747,1B,Mitch Aastrom,08/28/2002,1.0 Stars,3.5 Stars,Normal,55,55,45,75,50,50,30,Avg
17026,CF,Karim Abdul-Rahim,09/05/2004,1.0 Stars,3.5 Stars,Normal,50,55,70,70,55,60,70,Low
17147,2B,Nail Abdul-Samad,12/23/2004,1.0 Stars,3.5 Stars,Normal,70,80,60,40,50,80,70,Low
15734,SS,Sandor Albers,10/15/2002,1.0 Stars,3.5 Stars,Normal,70,65,60,50,70,55,55,Avg
13794,2B,Clotilde Bailo,07/17/1997,3.5 Stars,3.5 Stars,Normal,60,65,50,45,45,65,45,Low
16222,CF,Emeril Bassano,05/19/2002,1.5 Stars,3.5 Stars,Normal,75,75,65,45,50,70,60,Avg
17416,2B,Roberto Becerra,02/05/2004,1.0 Stars,3.5 Stars,Normal,80,75,55,45,55,65,60,Low
12583,1B,Aban bin Amid,03/01/1997,3.0 Stars,3.5 Stars,Normal,65,60,60,60,45,55,65,Low
16278,CF,Seif al Din bin Azim,05/10/2003,1.0 Stars,3.5 Stars,Normal,45,40,65,80,80,30,45,Low
13852,C,Ziaul-Haq bin Sa'eed,08/20/1999,1.5 Stars,3.5 Stars,Normal,55,60,50,60,50,60,25,Low
16838,SS,Kharouf bin Walid,02/16/2003,1.0 Stars,3.5 Stars,Normal,70,65,50,60,45,55,50,Low
17427,CF,Wally Blake,07/12/2004,1.0 Stars,3.5 Stars,Normal,50,65,80,55,70,80,70,Low
12772,3B,Jonathan Boehmer,11/15/1997,3.0 Stars,3.5 Stars,Normal,65,65,55,65,40,55,35,Avg
15348,1B,Dimitrije Bogicevic,12/13/2000,1.5 Stars,3.5 Stars,Normal,60,65,45,65,50,60,40,Avg
13655,SS,Franklin Bosma,06/20/1998,2.5 Stars,3.5 Stars,Normal,50,50,50,60,50,55,50,Avg
11221,LF,Mink Bruinenberg,01/29/1995,3.0 Stars,3.5 Stars,Normal,70,70,55,60,40,65,55,Low
16100,2B,Gaetano Cabrini,01/05/2002,1.5 Stars,3.5 Stars,Normal,55,60,80,50,75,60,55,Avg
14592,3B,Nick Cardona,04/12/2000,1.5 Stars,3.5 Stars,Durable,65,70,45,60,50,70,35,Avg
16522,CF,Artur Carli,07/23/2001,1.5 Stars,3.5 Stars,Normal,75,80,65,35,50,75,60,Avg
16298,2B,Eric Castaldo,10/21/2003,1.0 Stars,3.5 Stars,Normal,60,50,80,55,45,45,60,Low
15394,2B,Henrique Castanhinha,04/20/2000,2.0 Stars,3.5 Stars,Normal,80,75,65,45,45,55,65,Avg
16266,2B,Alex Castellanos,07/15/2003,1.0 Stars,3.5 Stars,Durable,65,70,55,50,55,65,50,Low
17529,CF,Manny Caudillo,05/17/2004,1.0 Stars,3.5 Stars,Normal,80,80,55,45,45,65,50,Avg
12113,LF,Al Chamberlain,11/09/1996,2.5 Stars,3.5 Stars,Normal,45,55,70,65,50,70,80,Low
10942,CF,JOHN CHIARAVALLOTI,12/28/1994,3.5 Stars,3.5 Stars,Fragile,65,70,60,50,50,65,55,Avg
17728,CF,Zivojin Ckrebic,04/05/2005,1.0 Stars,3.5 Stars,Normal,55,65,65,45,80,70,35,Low
9564,2B,Alvin Cleary,05/20/1991,3.5 Stars,3.5 Stars,Normal,50,60,45,55,55,70,20,Low
16242,1B,Dave Coady,04/25/1999,2.0 Stars,3.5 Stars,Normal,50,45,50,70,80,35,35,Avg
8242,3B,Ray Coler,07/22/1984,3.5 Stars,3.5 Stars,Normal,80,50,50,50,75,35,35,Avg
10988,3B,JASON COMO,03/15/1996,3.0 Stars,3.5 Stars,Durable,75,65,45,55,40,55,25,Avg
17159,2B,Dave Conboy,09/17/2005,1.0 Stars,3.5 Stars,Normal,75,75,50,50,50,70,50,Low
8039,C,TRAVIS COSTLOW,03/19/1987,3.5 Stars,3.5 Stars,Durable,55,55,65,50,55,50,60,Avg
16456,RF,C.J. Crocker,09/04/2003,1.0 Stars,3.5 Stars,Normal,50,65,80,55,45,80,50,Low
17430,C,Javier Cruz,08/28/2004,1.0 Stars,3.5 Stars,Durable,50,55,80,50,80,55,40,V.Low
13961,2B,Remco de Graaf,05/02/1999,1.5 Stars,3.5 Stars,Durable,70,65,65,65,40,55,40,Avg
15919,CF,Domeneco DiTella,12/10/2001,1.5 Stars,3.5 Stars,Normal,75,80,45,50,40,75,55,Avg
16299,CF,Travis Egan,08/12/2003,1.0 Stars,3.5 Stars,Normal,55,45,50,80,45,40,30,Low
11577,SS,DAVID FERENCE,07/11/1996,3.5 Stars,3.5 Stars,Normal,70,60,60,50,35,50,50,Low
16987,C,Rodney Fidge,03/15/2004,1.0 Stars,3.5 Stars,Normal,50,55,55,65,40,65,20,Low
16334,LF,Sam Flynn,12/29/2002,1.0 Stars,3.5 Stars,Normal,65,45,50,80,65,30,40,Low
9966,CF,Steve Fontenot,06/08/1987,3.5 Stars,3.5 Stars,Fragile,50,55,60,55,45,55,55,Avg
15064,RF,Dylan Gardiner,05/04/2002,1.0 Stars,3.5 Stars,Normal,55,60,50,60,55,70,30,Avg
15033,1B,Matthew Gerlach,09/14/1997,2.0 Stars,3.5 Stars,Normal,60,55,50,65,50,55,30,Avg
17005,C,Jason Gilbert,08/06/2004,1.0 Stars,3.5 Stars,Normal,70,75,45,50,35,75,20,Low
14433,2B,Javy Gonzales,11/26/2000,1.5 Stars,3.5 Stars,Normal,75,80,60,40,50,75,45,Avg
11774,2B,Jimmy Goriza,06/24/1996,3.5 Stars,3.5 Stars,Durable,65,60,50,55,35,55,80,Avg
14590,LF,Tony Goss,07/16/2000,1.5 Stars,3.5 Stars,Normal,60,60,45,65,50,55,40,Avg
15407,LF,Rudolph Greenberg,11/24/2000,1.5 Stars,3.5 Stars,Normal,65,70,45,55,45,70,50,Avg
17002,CF,Ed Gunter,11/24/2004,1.0 Stars,3.5 Stars,Normal,65,80,50,40,55,80,30,Low
16401,1B,Evan Heath,05/19/1999,2.0 Stars,3.5 Stars,Normal,60,75,50,50,65,80,30,Avg
15838,CF,Celestino Hintze,02/09/2002,1.0 Stars,3.5 Stars,Normal,65,75,60,55,50,75,60,Avg
15114,2B,Michael Hopkins,04/26/2001,1.5 Stars,3.5 Stars,Normal,80,70,55,45,50,50,65,Low
